+---------------------------------------------------------------------------------------+---------+------------+----------+---------------+----------------+----------------+-----------------+
|                                          name                                         |  coefs  | coef_expit | coef_exp | linreg_scores | linreg_pvalues | classif_scores | classif_pvalues |
|         housing_supply_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_sqrt_t         | -0.0007 |   0.4998   |  0.9993  |    30.6014    |      0.0       |    11.2261     |      0.2327     |
|      combanks_assets_tot_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t      |  0.0026 |   0.5006   |  1.0026  |    32.0832    |      0.0       |    11.1807     |      0.2331     |
|     real_med_family_income_1yr_diff_*_real_estate_loans_1yr_diff_ewma_trim_pow2_t     |  0.0026 |   0.5006   |  1.0026  |    29.5848    |      0.0       |    11.0938     |      0.234      |
|       unempl_rate_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t       |  0.0055 |   0.5014   |  1.0056  |     61.605    |      0.0       |    11.0856     |      0.2341     |
|         industrial_prod_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_sqrt_t        | -0.0008 |   0.4998   |  0.9992  |    27.7981    |      0.0       |    11.0111     |      0.2348     |
|    med_family_income_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t    |  0.0069 |   0.5017   |  1.0069  |    23.9552    |      0.0       |    10.8997     |      0.236      |
|        med_family_income_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_pow2_t       |  -0.002 |   0.4995   |  0.998   |    26.1118    |      0.0       |    10.9044     |      0.236      |
|       combanks_assets_tot_1yr_diff_*_real_estate_loans_1yr_diff_ewma_trim_pow2_t      |  0.0066 |   0.5017   |  1.0066  |    31.5981    |      0.0       |    10.9029     |      0.236      |
|                tsy_5yr_yield_*_housing_supply_1yr_diff_ewma_trim_sqrt_t               |  0.0031 |   0.5008   |  1.0031  |    19.2806    |     0.0001     |    10.8852     |      0.2362     |
|      med_family_income_vs_house_price_*_housing_supply_1yr_diff_ewma_trim_sqrt_t      |  0.0021 |   0.5005   |  1.0021  |    31.3096    |      0.0       |    10.8815     |      0.2362     |
|         empl_construction_1yr_diff_*_industrial_prod_1yr_diff_ewma_trim_sqrt_t        |  0.0015 |   0.5004   |  1.0015  |    27.1926    |      0.0       |    10.7016     |      0.2381     |
|       unempl_rate_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t       | -0.0016 |   0.4996   |  0.9984  |    35.8981    |      0.0       |    10.6894     |      0.2382     |
|      housing_supply_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t      |  0.0018 |   0.5005   |  1.0018  |     27.198    |      0.0       |     10.677     |      0.2384     |
|              gdp_nom_1yr_diff_*_industrial_prod_1yr_diff_ewma_trim_pow2_t             | -0.0179 |   0.4955   |  0.9823  |    23.7884    |      0.0       |    10.6577     |      0.2386     |
|              gdp_nom_1yr_diff_*_industrial_prod_1yr_diff_ewma_trim_sqrt_t             |  -0.003 |   0.4992   |  0.997   |    28.0277    |      0.0       |    10.6519     |      0.2387     |
|        med_family_income_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t       | -0.0012 |   0.4997   |  0.9988  |    29.0455    |      0.0       |    10.5855     |      0.2394     |
|         cpi_urb_nonvol_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t        |  0.0004 |   0.5001   |  1.0004  |     40.893    |      0.0       |    10.5065     |      0.2402     |
|           cpi_urb_nonvol_1yr_diff_*_housing_supply_1yr_diff_ewma_trim_pow2_t          |  -0.002 |   0.4995   |  0.998   |    32.2619    |      0.0       |    10.5015     |      0.2403     |
|            capacity_util_chem_*_empl_construction_1yr_diff_ewma_trim_pow2_t           | -0.0004 |   0.4999   |  0.9996  |    20.1891    |     0.0001     |    10.4521     |      0.2408     |
|       med_family_income_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t       | -0.0021 |   0.4995   |  0.9979  |    39.8166    |      0.0       |    10.4494     |      0.2409     |
|                equity_alloc_/_med_house_price_1yr_diff_ewma_trim_sqrt_t               | -0.0039 |   0.499    |  0.9962  |    25.1584    |      0.0       |    10.3681     |      0.2418     |
|  med_family_income_vs_house_price_/_real_med_family_income_1yr_diff_ewma_trim_pow2_t  |  0.0035 |   0.5009   |  1.0035  |    34.4891    |      0.0       |    10.3273     |      0.2423     |
|      housing_starts_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t      | -0.0017 |   0.4996   |  0.9983  |    34.6737    |      0.0       |    10.2977     |      0.2426     |
|       housing_supply_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_pow2_t      | -0.0036 |   0.4991   |  0.9964  |    29.8159    |      0.0       |    10.2527     |      0.2431     |
|       empl_construction_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t       | -0.0033 |   0.4992   |  0.9967  |    17.5427    |     0.0002     |    10.2101     |      0.2436     |
|            capacity_util_chem_/_real_estate_loans_1yr_diff_ewma_trim_sqrt_t           | -0.0008 |   0.4998   |  0.9992  |     27.513    |      0.0       |    10.1758     |      0.244      |
|        med_family_income_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_sqrt_t       |  0.0008 |   0.5002   |  1.0008  |    28.7095    |      0.0       |    10.1705     |      0.244      |
|     real_med_family_income_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t    |  0.0001 |    0.5     |  1.0001  |    37.8256    |      0.0       |    10.1691     |      0.2441     |
|       combanks_assets_tot_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t      | -0.0012 |   0.4997   |  0.9988  |    27.5755    |      0.0       |    10.1628     |      0.2441     |
|            gdp_nom_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t            | -0.0087 |   0.4978   |  0.9913  |    19.6546    |     0.0001     |    10.1389     |      0.2444     |
|            unempl_rate_/_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t           |  0.0015 |   0.5004   |  1.0015  |    54.3438    |      0.0       |     9.9699     |      0.2464     |
|    med_family_income_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t    |  0.0028 |   0.5007   |  1.0028  |    28.0676    |      0.0       |     9.9309     |      0.2469     |
|           unempl_rate_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_sqrt_t          | -0.0009 |   0.4998   |  0.9991  |    33.6105    |      0.0       |     9.8823     |      0.2475     |
|         housing_supply_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_pow2_t         |  -0.005 |   0.4988   |  0.9951  |    31.9254    |      0.0       |     9.8124     |      0.2483     |
| combanks_business_loans_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t |  0.0024 |   0.5006   |  1.0024  |    27.3267    |      0.0       |     9.7835     |      0.2487     |
|           capacity_util_chem_*_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t           | -0.0016 |   0.4996   |  0.9984  |    25.8441    |      0.0       |     9.7681     |      0.2489     |
|         housing_supply_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t        |  0.0074 |   0.5019   |  1.0074  |    21.6819    |     0.0001     |     9.7146     |      0.2495     |
|         cpi_urb_nonvol_1yr_diff_*_real_estate_loans_1yr_diff_ewma_trim_sqrt_t         |  0.0023 |   0.5006   |  1.0023  |    30.1709    |      0.0       |     9.7069     |      0.2496     |
|                 tsy_10yr_yield_/_unempl_rate_1yr_diff_ewma_trim_sqrt_t                |  0.0077 |   0.5019   |  1.0077  |    19.4069    |     0.0001     |     9.6657     |      0.2501     |
|     real_med_family_income_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_pow2_t     | -0.0004 |   0.4999   |  0.9996  |    24.7517    |      0.0       |     9.5807     |      0.2512     |
|                  unempl_rate_*_unempl_rate_1yr_diff_ewma_trim_sqrt_t                  |  0.0032 |   0.5008   |  1.0032  |    42.5464    |      0.0       |     9.5497     |      0.2516     |
|                  unempl_rate_/_unempl_rate_1yr_diff_ewma_trim_pow2_t                  |  0.0004 |   0.5001   |  1.0004  |     35.71     |      0.0       |     9.4764     |      0.2525     |
|        unempl_rate_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t       | -0.0021 |   0.4995   |  0.9979  |    38.9404    |      0.0       |     9.4634     |      0.2527     |
|                 capacity_util_chem_*_gdp_nom_1yr_diff_ewma_trim_pow2_t                | -0.0154 |   0.4961   |  0.9847  |    22.7838    |      0.0       |     9.3588     |      0.254      |
|         cpi_urb_nonvol_1yr_diff_*_real_estate_loans_1yr_diff_ewma_trim_pow2_t         |  0.0034 |   0.5009   |  1.0034  |    31.8893    |      0.0       |     9.3592     |      0.254      |
|               equity_alloc_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t              | -0.0009 |   0.4998   |  0.9991  |    26.0773    |      0.0       |     9.3629     |      0.254      |
|            capacity_util_chem_*_empl_construction_1yr_diff_ewma_trim_sqrt_t           |  0.0017 |   0.5004   |  1.0017  |    26.9164    |      0.0       |     9.2651     |      0.2553     |
|     med_family_income_vs_house_price_/_med_family_income_1yr_diff_ewma_trim_sqrt_t    |  0.0032 |   0.5008   |  1.0032  |    30.3431    |      0.0       |     9.1656     |      0.2566     |
|       combanks_assets_tot_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t      |  0.0049 |   0.5012   |  1.0049  |    29.9918    |      0.0       |     9.0888     |      0.2577     |
|      combanks_assets_tot_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t      |  0.0035 |   0.5009   |  1.0035  |    40.3814    |      0.0       |     9.0542     |      0.2581     |
|        unempl_rate_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_pow2_t       | -0.0068 |   0.4983   |  0.9932  |    80.9722    |      0.0       |     9.0292     |      0.2585     |
|       combanks_assets_tot_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t      |  0.0008 |   0.5002   |  1.0008  |    29.1142    |      0.0       |     8.9818     |      0.2591     |
|               unempl_rate_/_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t               | -0.0041 |   0.499    |  0.9959  |     62.748    |      0.0       |     8.9584     |      0.2595     |
|       combanks_assets_tot_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t      |  0.011  |   0.5027   |  1.011   |    31.1783    |      0.0       |     8.8488     |      0.261      |
|      med_family_income_vs_house_price_*_housing_supply_1yr_diff_ewma_trim_pow2_t      |  0.0039 |   0.501    |  1.0039  |    33.5787    |      0.0       |     8.7869     |      0.2619     |
|               sp500_peratio_*_med_house_price_1yr_diff_ewma_trim_sqrt_t               |  0.0065 |   0.5016   |  1.0066  |    21.8736    |     0.0001     |     8.7801     |      0.262      |
|            gdp_nom_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t           |  0.0006 |   0.5002   |  1.0006  |    29.0284    |      0.0       |     8.7348     |      0.2626     |
|                 capacity_util_chem_*_gdp_nom_1yr_diff_ewma_trim_sqrt_t                | -0.0029 |   0.4993   |  0.9971  |    27.7414    |      0.0       |     8.7183     |      0.2629     |
|               tsy_10yr_yield_*_housing_supply_1yr_diff_ewma_trim_sqrt_t               |  0.0062 |   0.5016   |  1.0063  |     23.463    |      0.0       |     8.6789     |      0.2634     |
|     real_med_family_income_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_sqrt_t     |  0.0012 |   0.5003   |  1.0012  |     28.314    |      0.0       |     8.6376     |      0.264      |
|          industrial_prod_1yr_diff_*_housing_supply_1yr_diff_ewma_trim_sqrt_t          | -0.0016 |   0.4996   |  0.9984  |    29.6303    |      0.0       |     8.5838     |      0.2648     |
|           housing_starts_1yr_diff_/_housing_supply_1yr_diff_ewma_trim_pow2_t          |  0.0043 |   0.5011   |  1.0043  |    23.9633    |      0.0       |     8.542      |      0.2655     |
|    med_family_income_vs_house_price_*_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t    |  0.0015 |   0.5004   |  1.0015  |    21.8814    |     0.0001     |     8.4359     |      0.2671     |
|     med_family_income_vs_house_price_/_med_family_income_1yr_diff_ewma_trim_pow2_t    |  0.0056 |   0.5014   |  1.0057  |    32.4441    |      0.0       |     8.4107     |      0.2674     |
|          unempl_rate_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t         | -0.0191 |   0.4952   |  0.9811  |    51.5951    |      0.0       |     8.3972     |      0.2676     |
|           housing_starts_1yr_diff_/_housing_supply_1yr_diff_ewma_trim_sqrt_t          | -0.0001 |    0.5     |  0.9999  |    28.8061    |      0.0       |     8.3638     |      0.2682     |
|            gdp_nom_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t           | -0.0035 |   0.4991   |  0.9965  |     27.422    |      0.0       |     8.346      |      0.2684     |
|                  equity_alloc_/_unempl_rate_1yr_diff_ewma_trim_sqrt_t                 | -0.0038 |   0.499    |  0.9962  |    22.2527    |      0.0       |     8.2987     |      0.2692     |
|          industrial_prod_1yr_diff_*_housing_supply_1yr_diff_ewma_trim_pow2_t          | -0.0067 |   0.4983   |  0.9934  |    27.9947    |      0.0       |     8.2487     |      0.2699     |
|         cpi_urb_nonvol_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_pow2_t         |  0.0009 |   0.5002   |  1.0009  |    26.7143    |      0.0       |     8.221      |      0.2704     |
|        med_family_income_1yr_diff_*_real_estate_loans_1yr_diff_ewma_trim_sqrt_t       |  0.0016 |   0.5004   |  1.0016  |    30.0298    |      0.0       |     8.1947     |      0.2708     |
|         housing_supply_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t        |  0.0013 |   0.5003   |  1.0013  |    28.1201    |      0.0       |     8.1733     |      0.2711     |
|         housing_supply_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t         |  0.0021 |   0.5005   |  1.0021  |    31.3563    |      0.0       |     8.1165     |      0.272      |
|            gdp_nom_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t            | -0.0016 |   0.4996   |  0.9984  |     26.743    |      0.0       |     7.9869     |      0.2741     |
|            cpi_urb_nonvol_1yr_diff_*_unempl_rate_1yr_diff_ewma_trim_pow2_t            | -0.0145 |   0.4964   |  0.9856  |    50.5914    |      0.0       |     7.9758     |      0.2743     |
|       empl_construction_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t      |  0.009  |   0.5022   |  1.009   |    24.3388    |      0.0       |     7.9644     |      0.2745     |
|               tsy_5yr_yield_*_med_house_price_1yr_diff_ewma_trim_sqrt_t               |  0.006  |   0.5015   |  1.006   |    18.8154    |     0.0001     |     7.9549     |      0.2747     |
|       empl_construction_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t      |  0.0049 |   0.5012   |  1.0049  |    28.1695    |      0.0       |     7.9396     |      0.2749     |
|                gdp_nom_1yr_diff_*_unempl_rate_1yr_diff_ewma_trim_pow2_t               | -0.0118 |   0.4971   |  0.9883  |    48.8098    |      0.0       |     7.9215     |      0.2752     |
|                   mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t                  |  0.0007 |   0.5002   |  1.0007  |    30.9548    |      0.0       |     7.9037     |      0.2755     |
|                 unempl_rate_*_housing_starts_1yr_diff_ewma_trim_pow2_t                | -0.0182 |   0.4954   |  0.9819  |    70.2628    |      0.0       |     7.8896     |      0.2758     |
|       empl_construction_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t       |  0.0015 |   0.5004   |  1.0015  |    25.9625    |      0.0       |     7.8426     |      0.2766     |
|                      real_estate_loans_1yr_diff_ewma_trim_sqrt_t                      |  0.0024 |   0.5006   |  1.0024  |    30.2469    |      0.0       |     7.7955     |      0.2773     |
|              gdp_nom_1yr_diff_*_housing_supply_1yr_diff_ewma_trim_sqrt_t              | -0.0021 |   0.4995   |  0.9979  |    30.3544    |      0.0       |     7.8007     |      0.2773     |
|        med_family_income_1yr_diff_*_real_estate_loans_1yr_diff_ewma_trim_pow2_t       |  0.0006 |   0.5002   |  1.0006  |    31.3291    |      0.0       |     7.7662     |      0.2778     |
|      housing_supply_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t     | -0.0017 |   0.4996   |  0.9983  |    32.2382    |      0.0       |     7.6261     |      0.2803     |
|         industrial_prod_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t        |  0.0011 |   0.5003   |  1.0011  |    28.9395    |      0.0       |     7.612      |      0.2805     |
|     empl_construction_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_pow2_t     |  0.0068 |   0.5017   |  1.0068  |     22.717    |      0.0       |     7.563      |      0.2814     |
|         cpi_urb_nonvol_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_sqrt_t         |  0.0015 |   0.5004   |  1.0015  |    28.8574    |      0.0       |     7.5162     |      0.2822     |
|       combanks_assets_tot_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_pow2_t      |  0.0062 |   0.5016   |  1.0063  |    26.4863    |      0.0       |     7.4383     |      0.2836     |
|   combanks_assets_tot_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t   |  0.0138 |   0.5034   |  1.0139  |    24.2308    |      0.0       |     7.408      |      0.2842     |
|    med_family_income_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t    |   -0.0  |    0.5     |   1.0    |    30.7294    |      0.0       |     7.2824     |      0.2865     |
|      housing_starts_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_pow2_t      | -0.0008 |   0.4998   |  0.9992  |    55.1118    |      0.0       |     7.2782     |      0.2866     |
|         housing_supply_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t         |  0.0037 |   0.5009   |  1.0037  |    34.7033    |      0.0       |     7.2793     |      0.2866     |
|         industrial_prod_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t        | -0.0016 |   0.4996   |  0.9984  |     26.912    |      0.0       |     7.2345     |      0.2874     |
|     empl_construction_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_sqrt_t     |  0.0037 |   0.5009   |  1.0037  |    27.6933    |      0.0       |     7.1608     |      0.2888     |
|    med_family_income_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t    | -0.0025 |   0.4994   |  0.9975  |    34.3769    |      0.0       |     7.1308     |      0.2894     |
|      med_family_income_vs_house_price_/_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t      |  0.0026 |   0.5007   |  1.0026  |    30.2095    |      0.0       |     7.0946     |      0.2901     |
|        med_house_price_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t        |  0.0037 |   0.5009   |  1.0037  |     32.94     |      0.0       |     7.096      |      0.2901     |
|                  unempl_rate_*_unempl_rate_1yr_diff_ewma_trim_pow2_t                  |  0.0013 |   0.5003   |  1.0013  |    109.0858   |      0.0       |     7.0906     |      0.2902     |
|        med_family_income_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t       |  0.0027 |   0.5007   |  1.0027  |    29.8847    |      0.0       |     7.0833     |      0.2903     |
|        unempl_rate_1yr_diff_/_real_med_family_income_1yr_diff_ewma_trim_pow2_t        | -0.0172 |   0.4957   |  0.983   |    55.1005    |      0.0       |     7.0618     |      0.2907     |
|              capacity_util_mfg_*_housing_supply_1yr_diff_ewma_trim_pow2_t             | -0.0045 |   0.4989   |  0.9955  |    23.9512    |      0.0       |     6.9211     |      0.2935     |
|       combanks_assets_tot_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_sqrt_t      |  0.0029 |   0.5007   |  1.0029  |    28.7932    |      0.0       |     6.9018     |      0.2939     |
|          industrial_prod_1yr_diff_*_housing_starts_1yr_diff_ewma_trim_sqrt_t          | -0.0031 |   0.4992   |  0.9969  |    29.3091    |      0.0       |     6.8516     |      0.295      |
|   combanks_assets_tot_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t   |  0.0048 |   0.5012   |  1.0049  |    28.1425    |      0.0       |     6.8084     |      0.2958     |
|              gdp_nom_1yr_diff_*_housing_supply_1yr_diff_ewma_trim_pow2_t              | -0.0085 |   0.4979   |  0.9915  |    30.5983    |      0.0       |     6.801      |      0.296      |
|        empl_construction_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_pow2_t       |  0.0041 |   0.501    |  1.0041  |    24.0068    |      0.0       |     6.7986     |      0.296      |
|        unempl_rate_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_pow2_t        |  -0.007 |   0.4982   |  0.993   |    47.4735    |      0.0       |     6.7722     |      0.2966     |
|        med_family_income_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t       |  0.0035 |   0.5009   |  1.0035  |    30.6753    |      0.0       |     6.7584     |      0.2969     |
|            capacity_util_mfg_*_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t            |  0.0042 |   0.501    |  1.0042  |    22.8116    |      0.0       |     6.741      |      0.2972     |
|       real_estate_loans_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t       |  0.0015 |   0.5004   |  1.0015  |    33.0015    |      0.0       |     6.6742     |      0.2987     |
|           med_family_income_1yr_diff_*_unempl_rate_1yr_diff_ewma_trim_pow2_t          |  -0.016 |   0.496    |  0.9841  |    50.0885    |      0.0       |     6.6628     |      0.2989     |
|      med_family_income_vs_house_price_/_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t      |  0.0052 |   0.5013   |  1.0052  |    31.9843    |      0.0       |     6.6308     |      0.2996     |
|    med_family_income_vs_house_price_*_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t    |  0.002  |   0.5005   |  1.002   |    27.5993    |      0.0       |     6.626      |      0.2997     |
|           unempl_rate_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t          | -0.0128 |   0.4968   |  0.9873  |    46.7865    |      0.0       |     6.6042     |      0.3002     |
|               capacity_util_mfg_/_unempl_rate_1yr_diff_ewma_trim_sqrt_t               |  0.0007 |   0.5002   |  1.0007  |    23.6707    |      0.0       |     6.5741     |      0.3008     |
|          unempl_rate_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t         | -0.0052 |   0.4987   |  0.9948  |    34.4751    |      0.0       |     6.5748     |      0.3008     |
|            capacity_util_mfg_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t            |  0.0029 |   0.5007   |  1.0029  |    27.7672    |      0.0       |     6.5413     |      0.3015     |
|         housing_supply_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_sqrt_t         | -0.0002 |    0.5     |  0.9998  |    30.1914    |      0.0       |     6.5443     |      0.3015     |
|               capacity_util_chem_*_unempl_rate_1yr_diff_ewma_trim_pow2_t              |  0.0009 |   0.5002   |  1.0009  |    43.0706    |      0.0       |     6.5352     |      0.3017     |
|    med_family_income_vs_house_price_/_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t   |  0.0012 |   0.5003   |  1.0012  |    30.2779    |      0.0       |     6.5088     |      0.3022     |
|    med_family_income_vs_house_price_*_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t   |  0.0038 |   0.501    |  1.0038  |      30.0     |      0.0       |     6.4986     |      0.3025     |
|              gdp_nom_1yr_diff_*_housing_starts_1yr_diff_ewma_trim_sqrt_t              | -0.0031 |   0.4992   |  0.9969  |    30.0639    |      0.0       |     6.494      |      0.3026     |
|                gdp_nom_1yr_diff_*_unempl_rate_1yr_diff_ewma_trim_sqrt_t               | -0.0054 |   0.4987   |  0.9946  |    33.8332    |      0.0       |     6.4902     |      0.3026     |
|               capacity_util_mfg_/_unempl_rate_1yr_diff_ewma_trim_pow2_t               |  0.0001 |    0.5     |  1.0001  |    12.3948    |     0.0013     |     6.4877     |      0.3027     |
|        empl_construction_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_sqrt_t       |  0.0031 |   0.5008   |  1.0031  |    28.0822    |      0.0       |     6.4721     |      0.303      |
|            capacity_util_chem_*_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t           |  0.0014 |   0.5003   |  1.0014  |    25.7086    |      0.0       |     6.3259     |      0.3063     |
|            capacity_util_chem_*_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t           |  0.0015 |   0.5004   |  1.0015  |    28.6363    |      0.0       |     6.3165     |      0.3066     |
|    med_family_income_vs_house_price_/_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t   |  -0.001 |   0.4997   |  0.999   |    32.2654    |      0.0       |     6.2906     |      0.3072     |
|              capacity_util_mfg_*_housing_supply_1yr_diff_ewma_trim_sqrt_t             | -0.0005 |   0.4999   |  0.9995  |    28.4511    |      0.0       |     6.2383     |      0.3084     |
|            cpi_urb_nonvol_1yr_diff_*_unempl_rate_1yr_diff_ewma_trim_sqrt_t            |  -0.005 |   0.4987   |  0.995   |     34.254    |      0.0       |     6.1906     |      0.3095     |
|    med_family_income_vs_house_price_*_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t   |  0.009  |   0.5022   |  1.009   |    31.0876    |      0.0       |     6.1808     |      0.3097     |
|          industrial_prod_1yr_diff_*_housing_starts_1yr_diff_ewma_trim_pow2_t          | -0.0081 |   0.498    |  0.9919  |     27.974    |      0.0       |     6.1659     |      0.3101     |
|        unempl_rate_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_pow2_t       | -0.0003 |   0.4999   |  0.9997  |    31.8508    |      0.0       |     6.1494     |      0.3105     |
|         housing_supply_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_pow2_t         | -0.0033 |   0.4992   |  0.9967  |    30.4241    |      0.0       |     6.1256     |      0.311      |
|         cpi_urb_nonvol_1yr_diff_/_empl_construction_1yr_diff_ewma_trim_sqrt_t         | -0.0015 |   0.4996   |  0.9985  |    30.8559    |      0.0       |     6.0956     |      0.3118     |
|       unempl_rate_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t       |  0.0045 |   0.5011   |  1.0045  |    42.9164    |      0.0       |     6.062      |      0.3126     |
|      housing_supply_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t     | -0.0089 |   0.4978   |  0.9912  |     38.678    |      0.0       |     6.0406     |      0.3131     |
|         cpi_urb_nonvol_1yr_diff_/_empl_construction_1yr_diff_ewma_trim_pow2_t         | -0.0099 |   0.4975   |  0.9902  |     34.996    |      0.0       |     6.0061     |      0.314      |
|             capacity_util_chem_*_housing_supply_1yr_diff_ewma_trim_pow2_t             | -0.0054 |   0.4987   |  0.9946  |    27.3327    |      0.0       |     5.9783     |      0.3146     |
|         empl_construction_1yr_diff_*_housing_supply_1yr_diff_ewma_trim_sqrt_t         |  0.0021 |   0.5005   |  1.0021  |    29.4568    |      0.0       |     5.9777     |      0.3147     |
|        unempl_rate_1yr_diff_/_real_med_family_income_1yr_diff_ewma_trim_sqrt_t        |  -0.005 |   0.4987   |  0.995   |    35.0128    |      0.0       |     5.8786     |      0.3171     |
|          unempl_rate_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t         |  0.0007 |   0.5002   |  1.0007  |    50.6331    |      0.0       |     5.854      |      0.3178     |
|                      tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t                      |  0.0038 |   0.5009   |  1.0038  |    30.0832    |      0.0       |     5.7891     |      0.3194     |
