index1,name,linreg_scores,linreg_pvalues,classif_scores,classif_pvalues
294,tsy_3mo_yield_div_capacity_util_mfg_ewma_trim_t,34.7234,0.0,24.6564,0.0
295,tsy_3mo_yield_div_capacity_util_mfg_ewma_trim_isnull,,,,
296,tsy_3mo_yield_times_capacity_util_chem_ewma_trim_t,37.0133,0.0,27.0712,0.0
297,tsy_3mo_yield_times_capacity_util_chem_ewma_trim_isnull,,,,
298,tsy_3mo_yield_div_capacity_util_chem_ewma_trim_t,36.9458,0.0,26.7114,0.0
299,tsy_3mo_yield_div_capacity_util_chem_ewma_trim_isnull,,,,
300,tsy_3mo_yield_times_med_family_income_vs_house_price_ewma_trim_t,36.8601,0.0,26.97,0.0
301,tsy_3mo_yield_times_med_family_income_vs_house_price_ewma_trim_isnull,,,,
302,tsy_3mo_yield_div_med_family_income_vs_house_price_ewma_trim_t,35.1378,0.0,25.3734,0.0
303,tsy_3mo_yield_div_med_family_income_vs_house_price_ewma_trim_isnull,,,,
304,tsy_3mo_yield_times_gdp_nom_1yr_diff_ewma_trim_t,35.0668,0.0,25.2613,0.0
305,tsy_3mo_yield_times_gdp_nom_1yr_diff_ewma_trim_isnull,,,,
306,tsy_3mo_yield_div_gdp_nom_1yr_diff_ewma_trim_t,36.8413,0.0,27.0206,0.0
307,tsy_3mo_yield_div_gdp_nom_1yr_diff_ewma_trim_isnull,,,,
308,tsy_3mo_yield_times_cpi_urb_nonvol_1yr_diff_ewma_trim_t,36.0509,0.0,26.2176,0.0
309,tsy_3mo_yield_times_cpi_urb_nonvol_1yr_diff_ewma_trim_isnull,,,,
310,tsy_3mo_yield_div_cpi_urb_nonvol_1yr_diff_ewma_trim_t,35.8835,0.0,26.0784,0.0
311,tsy_3mo_yield_div_cpi_urb_nonvol_1yr_diff_ewma_trim_isnull,,,,
312,tsy_3mo_yield_times_industrial_prod_1yr_diff_ewma_trim_t,35.8159,0.0,25.9657,0.0
313,tsy_3mo_yield_times_industrial_prod_1yr_diff_ewma_trim_isnull,,,,
314,tsy_3mo_yield_div_industrial_prod_1yr_diff_ewma_trim_t,36.0602,0.0,26.2836,0.0
315,tsy_3mo_yield_div_industrial_prod_1yr_diff_ewma_trim_isnull,,,,
316,tsy_3mo_yield_times_med_house_price_1yr_diff_ewma_trim_t,33.4251,0.0,23.7134,0.0
317,tsy_3mo_yield_times_med_house_price_1yr_diff_ewma_trim_isnull,,,,
318,tsy_3mo_yield_div_med_house_price_1yr_diff_ewma_trim_t,38.7091,0.0,28.8134,0.0
319,tsy_3mo_yield_div_med_house_price_1yr_diff_ewma_trim_isnull,,,,
320,tsy_3mo_yield_times_med_family_income_1yr_diff_ewma_trim_t,36.1529,0.0,26.3096,0.0
321,tsy_3mo_yield_times_med_family_income_1yr_diff_ewma_trim_isnull,,,,
322,tsy_3mo_yield_div_med_family_income_1yr_diff_ewma_trim_t,35.8322,0.0,26.0394,0.0
323,tsy_3mo_yield_div_med_family_income_1yr_diff_ewma_trim_isnull,,,,
324,tsy_3mo_yield_times_unempl_rate_1yr_diff_ewma_trim_t,41.3074,0.0,31.8162,0.0
325,tsy_3mo_yield_times_unempl_rate_1yr_diff_ewma_trim_isnull,,,,
326,tsy_3mo_yield_div_unempl_rate_1yr_diff_ewma_trim_t,31.3466,0.0,21.6097,0.0
327,tsy_3mo_yield_div_unempl_rate_1yr_diff_ewma_trim_isnull,,,,
328,tsy_3mo_yield_times_real_med_family_income_1yr_diff_ewma_trim_t,36.2032,0.0,26.3565,0.0
329,tsy_3mo_yield_times_real_med_family_income_1yr_diff_ewma_trim_isnull,,,,
330,tsy_3mo_yield_div_real_med_family_income_1yr_diff_ewma_trim_t,35.773,0.0,25.9843,0.0
331,tsy_3mo_yield_div_real_med_family_income_1yr_diff_ewma_trim_isnull,,,,
332,tsy_3mo_yield_times_combanks_business_loans_1yr_diff_ewma_trim_t,38.4506,0.0,28.3563,0.0
333,tsy_3mo_yield_times_combanks_business_loans_1yr_diff_ewma_trim_isnull,,,,
334,tsy_3mo_yield_div_combanks_business_loans_1yr_diff_ewma_trim_t,33.3172,0.0,23.7775,0.0
335,tsy_3mo_yield_div_combanks_business_loans_1yr_diff_ewma_trim_isnull,,,,
336,tsy_3mo_yield_times_combanks_assets_tot_1yr_diff_ewma_trim_t,36.5903,0.0,26.7243,0.0
337,tsy_3mo_yield_times_combanks_assets_tot_1yr_diff_ewma_trim_isnull,,,,
338,tsy_3mo_yield_div_combanks_assets_tot_1yr_diff_ewma_trim_t,35.2644,0.0,25.5046,0.0
339,tsy_3mo_yield_div_combanks_assets_tot_1yr_diff_ewma_trim_isnull,,,,
340,tsy_3mo_yield_times_mortage_debt_individuals_1yr_diff_ewma_trim_t,30.0169,0.0,20.4734,0.0
341,tsy_3mo_yield_times_mortage_debt_individuals_1yr_diff_ewma_trim_isnull,,,,
342,tsy_3mo_yield_div_mortage_debt_individuals_1yr_diff_ewma_trim_t,42.8568,0.0,33.0046,0.0
343,tsy_3mo_yield_div_mortage_debt_individuals_1yr_diff_ewma_trim_isnull,,,,
344,tsy_3mo_yield_times_real_estate_loans_1yr_diff_ewma_trim_t,34.5976,0.0,24.7721,0.0
345,tsy_3mo_yield_times_real_estate_loans_1yr_diff_ewma_trim_isnull,,,,
346,tsy_3mo_yield_div_real_estate_loans_1yr_diff_ewma_trim_t,37.3624,0.0,27.5848,0.0
347,tsy_3mo_yield_div_real_estate_loans_1yr_diff_ewma_trim_isnull,,,,
348,tsy_3mo_yield_times_foreign_dir_invest_1yr_diff_ewma_trim_t,36.5334,0.0,26.5876,0.0
349,tsy_3mo_yield_times_foreign_dir_invest_1yr_diff_ewma_trim_isnull,,,,
350,tsy_3mo_yield_div_foreign_dir_invest_1yr_diff_ewma_trim_t,35.2987,0.0,25.6159,0.0
351,tsy_3mo_yield_div_foreign_dir_invest_1yr_diff_ewma_trim_isnull,,,,
352,tsy_3mo_yield_times_tax_receipts_corp_1yr_diff_ewma_trim_t,30.9324,0.0,21.3589,0.0
353,tsy_3mo_yield_times_tax_receipts_corp_1yr_diff_ewma_trim_isnull,,,,
354,tsy_3mo_yield_div_tax_receipts_corp_1yr_diff_ewma_trim_t,42.2498,0.0,32.3192,0.0
355,tsy_3mo_yield_div_tax_receipts_corp_1yr_diff_ewma_trim_isnull,,,,
356,unempl_rate_times_sp500_peratio_ewma_trim_t,3.9964,0.051,11.5386,0.0014
357,unempl_rate_times_sp500_peratio_ewma_trim_isnull,,,,
358,unempl_rate_div_sp500_peratio_ewma_trim_t,2.0594,0.1575,7.624,0.0081
359,unempl_rate_div_sp500_peratio_ewma_trim_isnull,,,,
360,unempl_rate_times_capacity_util_mfg_ewma_trim_t,3.4491,0.0692,9.7402,0.003
361,unempl_rate_times_capacity_util_mfg_ewma_trim_isnull,,,,
362,unempl_rate_div_capacity_util_mfg_ewma_trim_t,2.5565,0.1161,10.0394,0.0026
363,unempl_rate_div_capacity_util_mfg_ewma_trim_isnull,,,,
364,unempl_rate_times_capacity_util_chem_ewma_trim_t,3.4925,0.0675,8.5048,0.0053
365,unempl_rate_times_capacity_util_chem_ewma_trim_isnull,,,,
366,unempl_rate_div_capacity_util_chem_ewma_trim_t,2.5351,0.1176,11.2649,0.0015
367,unempl_rate_div_capacity_util_chem_ewma_trim_isnull,,,,
368,unempl_rate_times_med_family_income_vs_house_price_ewma_trim_t,3.0419,0.0873,10.1417,0.0025
369,unempl_rate_times_med_family_income_vs_house_price_ewma_trim_isnull,,,,
370,unempl_rate_div_med_family_income_vs_house_price_ewma_trim_t,2.9502,0.0921,10.0662,0.0026
371,unempl_rate_div_med_family_income_vs_house_price_ewma_trim_isnull,,,,
372,unempl_rate_times_gdp_nom_1yr_diff_ewma_trim_t,3.0592,0.0864,10.8615,0.0018
373,unempl_rate_times_gdp_nom_1yr_diff_ewma_trim_isnull,,,,
374,unempl_rate_div_gdp_nom_1yr_diff_ewma_trim_t,2.9043,0.0946,9.5273,0.0033
375,unempl_rate_div_gdp_nom_1yr_diff_ewma_trim_isnull,,,,
376,unempl_rate_times_cpi_urb_nonvol_1yr_diff_ewma_trim_t,3.0236,0.0882,10.113,0.0026
377,unempl_rate_times_cpi_urb_nonvol_1yr_diff_ewma_trim_isnull,,,,
378,unempl_rate_div_cpi_urb_nonvol_1yr_diff_ewma_trim_t,2.9446,0.0924,10.2961,0.0024
379,unempl_rate_div_cpi_urb_nonvol_1yr_diff_ewma_trim_isnull,,,,
380,unempl_rate_times_industrial_prod_1yr_diff_ewma_trim_t,3.0603,0.0864,9.5147,0.0033
381,unempl_rate_times_industrial_prod_1yr_diff_ewma_trim_isnull,,,,
382,unempl_rate_div_industrial_prod_1yr_diff_ewma_trim_t,2.8767,0.0961,10.04,0.0026
383,unempl_rate_div_industrial_prod_1yr_diff_ewma_trim_isnull,,,,
384,unempl_rate_times_med_house_price_1yr_diff_ewma_trim_t,2.7752,0.102,13.7497,0.0005
385,unempl_rate_times_med_house_price_1yr_diff_ewma_trim_isnull,,,,
386,unempl_rate_div_med_house_price_1yr_diff_ewma_trim_t,3.1895,0.0802,6.8896,0.0115
387,unempl_rate_div_med_house_price_1yr_diff_ewma_trim_isnull,,,,
388,unempl_rate_times_med_family_income_1yr_diff_ewma_trim_t,3.0406,0.0874,10.3091,0.0023
389,unempl_rate_times_med_family_income_1yr_diff_ewma_trim_isnull,,,,
390,unempl_rate_div_med_family_income_1yr_diff_ewma_trim_t,2.9275,0.0933,10.0811,0.0026
391,unempl_rate_div_med_family_income_1yr_diff_ewma_trim_isnull,,,,
392,unempl_rate_times_unempl_rate_1yr_diff_ewma_trim_t,2.7056,0.1063,4.0499,0.0497
393,unempl_rate_times_unempl_rate_1yr_diff_ewma_trim_isnull,,,,
394,unempl_rate_div_unempl_rate_1yr_diff_ewma_trim_t,2.8625,0.0969,12.0714,0.0011
395,unempl_rate_div_unempl_rate_1yr_diff_ewma_trim_isnull,,,,
396,unempl_rate_times_real_med_family_income_1yr_diff_ewma_trim_t,3.0646,0.0861,10.2752,0.0024
397,unempl_rate_times_real_med_family_income_1yr_diff_ewma_trim_isnull,,,,
398,unempl_rate_div_real_med_family_income_1yr_diff_ewma_trim_t,2.9046,0.0945,10.1176,0.0025
399,unempl_rate_div_real_med_family_income_1yr_diff_ewma_trim_isnull,,,,
400,unempl_rate_times_combanks_business_loans_1yr_diff_ewma_trim_t,3.8439,0.0555,7.1562,0.0101
401,unempl_rate_times_combanks_business_loans_1yr_diff_ewma_trim_isnull,,,,
402,unempl_rate_div_combanks_business_loans_1yr_diff_ewma_trim_t,2.2179,0.1427,9.8281,0.0029
403,unempl_rate_div_combanks_business_loans_1yr_diff_ewma_trim_isnull,,,,
404,unempl_rate_times_combanks_assets_tot_1yr_diff_ewma_trim_t,3.2939,0.0755,10.0296,0.0027
405,unempl_rate_times_combanks_assets_tot_1yr_diff_ewma_trim_isnull,,,,
406,unempl_rate_div_combanks_assets_tot_1yr_diff_ewma_trim_t,2.6906,0.1072,10.1117,0.0026
407,unempl_rate_div_combanks_assets_tot_1yr_diff_ewma_trim_isnull,,,,
408,unempl_rate_times_mortage_debt_individuals_1yr_diff_ewma_trim_t,3.0878,0.085,19.8435,0.0
409,unempl_rate_times_mortage_debt_individuals_1yr_diff_ewma_trim_isnull,,,,
410,unempl_rate_div_mortage_debt_individuals_1yr_diff_ewma_trim_t,2.7977,0.1006,5.9613,0.0183
411,unempl_rate_div_mortage_debt_individuals_1yr_diff_ewma_trim_isnull,,,,
412,unempl_rate_times_real_estate_loans_1yr_diff_ewma_trim_t,3.4598,0.0688,11.6005,0.0013
413,unempl_rate_times_real_estate_loans_1yr_diff_ewma_trim_isnull,,,,
414,unempl_rate_div_real_estate_loans_1yr_diff_ewma_trim_t,2.5419,0.1172,9.0563,0.0041
415,unempl_rate_div_real_estate_loans_1yr_diff_ewma_trim_isnull,,,,
416,unempl_rate_times_foreign_dir_invest_1yr_diff_ewma_trim_t,3.3164,0.0746,8.7906,0.0047
417,unempl_rate_times_foreign_dir_invest_1yr_diff_ewma_trim_isnull,,,,
418,unempl_rate_div_foreign_dir_invest_1yr_diff_ewma_trim_t,2.6729,0.1083,11.208,0.0016
419,unempl_rate_div_foreign_dir_invest_1yr_diff_ewma_trim_isnull,,,,
420,unempl_rate_times_tax_receipts_corp_1yr_diff_ewma_trim_t,2.528,0.1181,13.0465,0.0007
421,unempl_rate_times_tax_receipts_corp_1yr_diff_ewma_trim_isnull,,,,
422,unempl_rate_div_tax_receipts_corp_1yr_diff_ewma_trim_t,3.6108,0.0632,5.7718,0.0201
423,unempl_rate_div_tax_receipts_corp_1yr_diff_ewma_trim_isnull,,,,
424,sp500_peratio_times_capacity_util_mfg_ewma_trim_t,8.9376,0.0043,6.9925,0.011
425,sp500_peratio_times_capacity_util_mfg_ewma_trim_isnull,,,,
426,sp500_peratio_div_capacity_util_mfg_ewma_trim_t,7.3342,0.0092,1.8616,0.1787
427,sp500_peratio_div_capacity_util_mfg_ewma_trim_isnull,,,,
428,sp500_peratio_times_capacity_util_chem_ewma_trim_t,9.1681,0.0039,8.4098,0.0056
429,sp500_peratio_times_capacity_util_chem_ewma_trim_isnull,,,,
430,sp500_peratio_div_capacity_util_chem_ewma_trim_t,7.1453,0.0101,0.9157,0.3433
431,sp500_peratio_div_capacity_util_chem_ewma_trim_isnull,,,,
432,sp500_peratio_times_med_family_income_vs_house_price_ewma_trim_t,8.2365,0.006,4.7464,0.0342
433,sp500_peratio_times_med_family_income_vs_house_price_ewma_trim_isnull,,,,
434,sp500_peratio_div_med_family_income_vs_house_price_ewma_trim_t,8.0558,0.0065,4.5108,0.0388
435,sp500_peratio_div_med_family_income_vs_house_price_ewma_trim_isnull,,,,
436,sp500_peratio_times_gdp_nom_1yr_diff_ewma_trim_t,8.1575,0.0062,4.0227,0.0504
437,sp500_peratio_times_gdp_nom_1yr_diff_ewma_trim_isnull,,,,
438,sp500_peratio_div_gdp_nom_1yr_diff_ewma_trim_t,8.074,0.0065,5.5227,0.0228
439,sp500_peratio_div_gdp_nom_1yr_diff_ewma_trim_isnull,,,,
440,sp500_peratio_times_cpi_urb_nonvol_1yr_diff_ewma_trim_t,8.2083,0.0061,5.1309,0.028
441,sp500_peratio_times_cpi_urb_nonvol_1yr_diff_ewma_trim_isnull,,,,
442,sp500_peratio_div_cpi_urb_nonvol_1yr_diff_ewma_trim_t,8.0346,0.0066,4.2479,0.0446
443,sp500_peratio_div_cpi_urb_nonvol_1yr_diff_ewma_trim_isnull,,,,
444,sp500_peratio_times_industrial_prod_1yr_diff_ewma_trim_t,8.2247,0.006,4.2295,0.0451
445,sp500_peratio_times_industrial_prod_1yr_diff_ewma_trim_isnull,,,,
446,sp500_peratio_div_industrial_prod_1yr_diff_ewma_trim_t,7.9798,0.0068,4.8652,0.0321
447,sp500_peratio_div_industrial_prod_1yr_diff_ewma_trim_isnull,,,,
448,sp500_peratio_times_med_house_price_1yr_diff_ewma_trim_t,7.3633,0.0091,0.9487,0.3348
449,sp500_peratio_times_med_house_price_1yr_diff_ewma_trim_isnull,,,,
450,sp500_peratio_div_med_house_price_1yr_diff_ewma_trim_t,8.9261,0.0043,15.333,0.0003
451,sp500_peratio_div_med_house_price_1yr_diff_ewma_trim_isnull,,,,
452,sp500_peratio_times_med_family_income_1yr_diff_ewma_trim_t,8.2173,0.0061,4.8477,0.0324
453,sp500_peratio_times_med_family_income_1yr_diff_ewma_trim_isnull,,,,
454,sp500_peratio_div_med_family_income_1yr_diff_ewma_trim_t,8.0255,0.0066,4.5056,0.0389
455,sp500_peratio_div_med_family_income_1yr_diff_ewma_trim_isnull,,,,
456,sp500_peratio_times_unempl_rate_1yr_diff_ewma_trim_t,8.6337,0.005,11.0144,0.0017
457,sp500_peratio_times_unempl_rate_1yr_diff_ewma_trim_isnull,,,,
458,sp500_peratio_div_unempl_rate_1yr_diff_ewma_trim_t,7.1154,0.0103,0.3925,0.5339
459,sp500_peratio_div_unempl_rate_1yr_diff_ewma_trim_isnull,,,,
460,sp500_peratio_times_real_med_family_income_1yr_diff_ewma_trim_t,8.2617,0.0059,4.9929,0.03
461,sp500_peratio_times_real_med_family_income_1yr_diff_ewma_trim_isnull,,,,
462,sp500_peratio_div_real_med_family_income_1yr_diff_ewma_trim_t,7.9817,0.0068,4.3486,0.0423
463,sp500_peratio_div_real_med_family_income_1yr_diff_ewma_trim_isnull,,,,
464,sp500_peratio_times_combanks_business_loans_1yr_diff_ewma_trim_t,9.8166,0.0029,11.1402,0.0016
465,sp500_peratio_times_combanks_business_loans_1yr_diff_ewma_trim_isnull,,,,
466,sp500_peratio_div_combanks_business_loans_1yr_diff_ewma_trim_t,6.5058,0.0139,0.0046,0.946
467,sp500_peratio_div_combanks_business_loans_1yr_diff_ewma_trim_isnull,,,,
468,sp500_peratio_times_combanks_assets_tot_1yr_diff_ewma_trim_t,8.7273,0.0048,7.2176,0.0098
469,sp500_peratio_times_combanks_assets_tot_1yr_diff_ewma_trim_isnull,,,,
470,sp500_peratio_div_combanks_assets_tot_1yr_diff_ewma_trim_t,7.5328,0.0084,2.1608,0.148
471,sp500_peratio_div_combanks_assets_tot_1yr_diff_ewma_trim_isnull,,,,
472,sp500_peratio_times_mortage_debt_individuals_1yr_diff_ewma_trim_t,7.5926,0.0082,1.0926,0.301
473,sp500_peratio_times_mortage_debt_individuals_1yr_diff_ewma_trim_isnull,,,,
474,sp500_peratio_div_mortage_debt_individuals_1yr_diff_ewma_trim_t,8.412,0.0055,15.4069,0.0003
475,sp500_peratio_div_mortage_debt_individuals_1yr_diff_ewma_trim_isnull,,,,
476,sp500_peratio_times_real_estate_loans_1yr_diff_ewma_trim_t,8.8595,0.0045,5.748,0.0204
477,sp500_peratio_times_real_estate_loans_1yr_diff_ewma_trim_isnull,,,,
478,sp500_peratio_div_real_estate_loans_1yr_diff_ewma_trim_t,7.3334,0.0092,1.6471,0.2054
479,sp500_peratio_div_real_estate_loans_1yr_diff_ewma_trim_isnull,,,,
480,sp500_peratio_times_foreign_dir_invest_1yr_diff_ewma_trim_t,8.8366,0.0045,7.7447,0.0076
481,sp500_peratio_times_foreign_dir_invest_1yr_diff_ewma_trim_isnull,,,,
482,sp500_peratio_div_foreign_dir_invest_1yr_diff_ewma_trim_t,7.4355,0.0088,1.7704,0.1895
483,sp500_peratio_div_foreign_dir_invest_1yr_diff_ewma_trim_isnull,,,,
484,sp500_peratio_times_tax_receipts_corp_1yr_diff_ewma_trim_t,6.9313,0.0112,0.2494,0.6197
485,sp500_peratio_times_tax_receipts_corp_1yr_diff_ewma_trim_isnull,,,,
486,sp500_peratio_div_tax_receipts_corp_1yr_diff_ewma_trim_t,9.7334,0.003,20.5323,0.0
487,sp500_peratio_div_tax_receipts_corp_1yr_diff_ewma_trim_isnull,,,,
488,capacity_util_mfg_times_capacity_util_chem_ewma_trim_t,8.4957,0.0053,17.0113,0.0001
489,capacity_util_mfg_times_capacity_util_chem_ewma_trim_isnull,,,,
490,capacity_util_mfg_div_capacity_util_chem_ewma_trim_t,6.5118,0.0138,0.8218,0.3691
491,capacity_util_mfg_div_capacity_util_chem_ewma_trim_isnull,,,,
492,capacity_util_mfg_times_med_family_income_vs_house_price_ewma_trim_t,7.6085,0.0081,10.5297,0.0021
493,capacity_util_mfg_times_med_family_income_vs_house_price_ewma_trim_isnull,,,,
494,capacity_util_mfg_div_med_family_income_vs_house_price_ewma_trim_t,7.3711,0.0091,7.7931,0.0075
495,capacity_util_mfg_div_med_family_income_vs_house_price_ewma_trim_isnull,,,,
496,capacity_util_mfg_times_gdp_nom_1yr_diff_ewma_trim_t,7.5355,0.0084,6.902,0.0115
497,capacity_util_mfg_times_gdp_nom_1yr_diff_ewma_trim_isnull,,,,
498,capacity_util_mfg_div_gdp_nom_1yr_diff_ewma_trim_t,7.3818,0.009,25.4761,0.0
499,capacity_util_mfg_div_gdp_nom_1yr_diff_ewma_trim_isnull,,,,
500,capacity_util_mfg_times_cpi_urb_nonvol_1yr_diff_ewma_trim_t,7.5457,0.0083,12.9593,0.0007
501,capacity_util_mfg_times_cpi_urb_nonvol_1yr_diff_ewma_trim_isnull,,,,
502,capacity_util_mfg_div_cpi_urb_nonvol_1yr_diff_ewma_trim_t,7.3836,0.009,10.3698,0.0023
503,capacity_util_mfg_div_cpi_urb_nonvol_1yr_diff_ewma_trim_isnull,,,,
504,capacity_util_mfg_times_industrial_prod_1yr_diff_ewma_trim_t,7.6006,0.0081,5.9424,0.0185
505,capacity_util_mfg_times_industrial_prod_1yr_diff_ewma_trim_isnull,,,,
506,capacity_util_mfg_div_industrial_prod_1yr_diff_ewma_trim_t,7.2794,0.0095,10.5241,0.0021
507,capacity_util_mfg_div_industrial_prod_1yr_diff_ewma_trim_isnull,,,,
508,capacity_util_mfg_times_med_house_price_1yr_diff_ewma_trim_t,6.8189,0.0119,0.1888,0.6658
509,capacity_util_mfg_times_med_house_price_1yr_diff_ewma_trim_isnull,,,,
510,capacity_util_mfg_div_med_house_price_1yr_diff_ewma_trim_t,8.1315,0.0063,37.195,0.0
511,capacity_util_mfg_div_med_house_price_1yr_diff_ewma_trim_isnull,,,,
512,capacity_util_mfg_times_med_family_income_1yr_diff_ewma_trim_t,7.562,0.0083,10.6166,0.002
513,capacity_util_mfg_times_med_family_income_1yr_diff_ewma_trim_isnull,,,,
514,capacity_util_mfg_div_med_family_income_1yr_diff_ewma_trim_t,7.367,0.0091,13.2235,0.0007
515,capacity_util_mfg_div_med_family_income_1yr_diff_ewma_trim_isnull,,,,
516,capacity_util_mfg_times_unempl_rate_1yr_diff_ewma_trim_t,7.5694,0.0082,1.5256,0.2227
517,capacity_util_mfg_times_unempl_rate_1yr_diff_ewma_trim_isnull,,,,
518,capacity_util_mfg_div_unempl_rate_1yr_diff_ewma_trim_t,6.6942,0.0126,0.0556,0.8146
519,capacity_util_mfg_div_unempl_rate_1yr_diff_ewma_trim_isnull,,,,
520,capacity_util_mfg_times_real_med_family_income_1yr_diff_ewma_trim_t,7.6086,0.0081,11.1804,0.0016
521,capacity_util_mfg_times_real_med_family_income_1yr_diff_ewma_trim_isnull,,,,
522,capacity_util_mfg_div_real_med_family_income_1yr_diff_ewma_trim_t,7.3213,0.0093,12.4099,0.0009
523,capacity_util_mfg_div_real_med_family_income_1yr_diff_ewma_trim_isnull,,,,
524,capacity_util_mfg_times_combanks_business_loans_1yr_diff_ewma_trim_t,9.0617,0.0041,13.9658,0.0005
525,capacity_util_mfg_times_combanks_business_loans_1yr_diff_ewma_trim_isnull,,,,
526,capacity_util_mfg_div_combanks_business_loans_1yr_diff_ewma_trim_t,5.9455,0.0184,2.9773,0.0907
527,capacity_util_mfg_div_combanks_business_loans_1yr_diff_ewma_trim_isnull,,,,
528,capacity_util_mfg_times_combanks_assets_tot_1yr_diff_ewma_trim_t,8.0469,0.0066,16.2776,0.0002
529,capacity_util_mfg_times_combanks_assets_tot_1yr_diff_ewma_trim_isnull,,,,
530,capacity_util_mfg_div_combanks_assets_tot_1yr_diff_ewma_trim_t,6.8998,0.0114,1.4918,0.2278
531,capacity_util_mfg_div_combanks_assets_tot_1yr_diff_ewma_trim_isnull,,,,
532,capacity_util_mfg_times_mortage_debt_individuals_1yr_diff_ewma_trim_t,7.1453,0.0101,0.6811,0.4132
533,capacity_util_mfg_times_mortage_debt_individuals_1yr_diff_ewma_trim_isnull,,,,
534,capacity_util_mfg_div_mortage_debt_individuals_1yr_diff_ewma_trim_t,7.5419,0.0084,4.8271,0.0328
535,capacity_util_mfg_div_mortage_debt_individuals_1yr_diff_ewma_trim_isnull,,,,
536,capacity_util_mfg_times_real_estate_loans_1yr_diff_ewma_trim_t,8.2337,0.006,9.4334,0.0035
537,capacity_util_mfg_times_real_estate_loans_1yr_diff_ewma_trim_isnull,,,,
538,capacity_util_mfg_div_real_estate_loans_1yr_diff_ewma_trim_t,6.6674,0.0128,0.0046,0.9465
539,capacity_util_mfg_div_real_estate_loans_1yr_diff_ewma_trim_isnull,,,,
540,capacity_util_mfg_times_foreign_dir_invest_1yr_diff_ewma_trim_t,8.1548,0.0062,15.4289,0.0003
541,capacity_util_mfg_times_foreign_dir_invest_1yr_diff_ewma_trim_isnull,,,,
542,capacity_util_mfg_div_foreign_dir_invest_1yr_diff_ewma_trim_t,6.8047,0.012,0.9365,0.3379
543,capacity_util_mfg_div_foreign_dir_invest_1yr_diff_ewma_trim_isnull,,,,
544,capacity_util_mfg_times_tax_receipts_corp_1yr_diff_ewma_trim_t,6.3545,0.0149,0.4637,0.4991
545,capacity_util_mfg_times_tax_receipts_corp_1yr_diff_ewma_trim_isnull,,,,
546,capacity_util_mfg_div_tax_receipts_corp_1yr_diff_ewma_trim_t,8.982,0.0042,41.8429,0.0
547,capacity_util_mfg_div_tax_receipts_corp_1yr_diff_ewma_trim_isnull,,,,
548,capacity_util_chem_times_med_family_income_vs_house_price_ewma_trim_t,7.7881,0.0074,16.0192,0.0002
549,capacity_util_chem_times_med_family_income_vs_house_price_ewma_trim_isnull,,,,
550,capacity_util_chem_div_med_family_income_vs_house_price_ewma_trim_t,7.5274,0.0084,10.5173,0.0021
551,capacity_util_chem_div_med_family_income_vs_house_price_ewma_trim_isnull,,,,
552,capacity_util_chem_times_gdp_nom_1yr_diff_ewma_trim_t,7.7052,0.0077,9.5429,0.0033
553,capacity_util_chem_times_gdp_nom_1yr_diff_ewma_trim_isnull,,,,
554,capacity_util_chem_div_gdp_nom_1yr_diff_ewma_trim_t,7.5434,0.0084,34.9376,0.0
555,capacity_util_chem_div_gdp_nom_1yr_diff_ewma_trim_isnull,,,,
556,capacity_util_chem_times_cpi_urb_nonvol_1yr_diff_ewma_trim_t,7.7144,0.0077,18.3183,0.0001
557,capacity_util_chem_times_cpi_urb_nonvol_1yr_diff_ewma_trim_isnull,,,,
558,capacity_util_chem_div_cpi_urb_nonvol_1yr_diff_ewma_trim_t,7.5471,0.0083,14.8367,0.0003
559,capacity_util_chem_div_cpi_urb_nonvol_1yr_diff_ewma_trim_isnull,,,,
560,capacity_util_chem_times_industrial_prod_1yr_diff_ewma_trim_t,7.7768,0.0075,8.5061,0.0053
561,capacity_util_chem_times_industrial_prod_1yr_diff_ewma_trim_isnull,,,,
562,capacity_util_chem_div_industrial_prod_1yr_diff_ewma_trim_t,7.4323,0.0088,12.0515,0.0011
563,capacity_util_chem_div_industrial_prod_1yr_diff_ewma_trim_isnull,,,,
564,capacity_util_chem_times_med_house_price_1yr_diff_ewma_trim_t,6.9888,0.0109,0.6958,0.4083
565,capacity_util_chem_times_med_house_price_1yr_diff_ewma_trim_isnull,,,,
566,capacity_util_chem_div_med_house_price_1yr_diff_ewma_trim_t,8.2894,0.0059,32.7729,0.0
567,capacity_util_chem_div_med_house_price_1yr_diff_ewma_trim_isnull,,,,
568,capacity_util_chem_times_med_family_income_1yr_diff_ewma_trim_t,7.7352,0.0076,15.7472,0.0002
569,capacity_util_chem_times_med_family_income_1yr_diff_ewma_trim_isnull,,,,
570,capacity_util_chem_div_med_family_income_1yr_diff_ewma_trim_t,7.5261,0.0084,17.0118,0.0001
571,capacity_util_chem_div_med_family_income_1yr_diff_ewma_trim_isnull,,,,
572,capacity_util_chem_times_unempl_rate_1yr_diff_ewma_trim_t,7.6356,0.008,1.4859,0.2287
573,capacity_util_chem_times_unempl_rate_1yr_diff_ewma_trim_isnull,,,,
574,capacity_util_chem_div_unempl_rate_1yr_diff_ewma_trim_t,6.9095,0.0114,0.2145,0.6453
575,capacity_util_chem_div_unempl_rate_1yr_diff_ewma_trim_isnull,,,,
576,capacity_util_chem_times_real_med_family_income_1yr_diff_ewma_trim_t,7.7823,0.0074,16.0724,0.0002
577,capacity_util_chem_times_real_med_family_income_1yr_diff_ewma_trim_isnull,,,,
