index1,name,linreg_scores,linreg_pvalues,classif_scores,classif_pvalues
1579,med_family_income_vs_house_price_times_industrial_prod_1yr_diff_ewma_trim_pow2_isnull,,,,
1580,med_family_income_vs_house_price_div_industrial_prod_1yr_diff_ewma_trim_pow2_t,6.4834,0.014,0.0633,0.8023
1581,med_family_income_vs_house_price_div_industrial_prod_1yr_diff_ewma_trim_pow2_isnull,,,,
1582,med_family_income_vs_house_price_times_med_house_price_1yr_diff_ewma_trim_pow2_t,5.8514,0.0192,1.2189,0.275
1583,med_family_income_vs_house_price_times_med_house_price_1yr_diff_ewma_trim_pow2_isnull,,,,
1584,med_family_income_vs_house_price_div_med_house_price_1yr_diff_ewma_trim_pow2_t,8.0302,0.0066,6.1689,0.0165
1585,med_family_income_vs_house_price_div_med_house_price_1yr_diff_ewma_trim_pow2_isnull,,,,
1586,med_family_income_vs_house_price_times_med_family_income_1yr_diff_ewma_trim_pow2_t,7.1323,0.0102,2.2848,0.1371
1587,med_family_income_vs_house_price_times_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1588,med_family_income_vs_house_price_div_med_family_income_1yr_diff_ewma_trim_pow2_t,6.7269,0.0124,0.0787,0.7802
1589,med_family_income_vs_house_price_div_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1590,med_family_income_vs_house_price_times_unempl_rate_1yr_diff_ewma_trim_pow2_t,5.7579,0.0202,0.0014,0.9701
1591,med_family_income_vs_house_price_times_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1592,med_family_income_vs_house_price_div_unempl_rate_1yr_diff_ewma_trim_pow2_t,5.4886,0.0232,0.2347,0.6302
1593,med_family_income_vs_house_price_div_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1594,med_family_income_vs_house_price_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t,7.2127,0.0098,2.7899,0.1012
1595,med_family_income_vs_house_price_times_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1596,med_family_income_vs_house_price_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t,6.6496,0.0129,0.0001,0.9919
1597,med_family_income_vs_house_price_div_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1598,med_family_income_vs_house_price_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,10.1024,0.0025,12.178,0.001
1599,med_family_income_vs_house_price_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1600,med_family_income_vs_house_price_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,4.1638,0.0466,5.5695,0.0223
1601,med_family_income_vs_house_price_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1602,med_family_income_vs_house_price_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,8.0583,0.0065,10.5922,0.0021
1603,med_family_income_vs_house_price_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1604,med_family_income_vs_house_price_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,5.8787,0.019,3.6239,0.0628
1605,med_family_income_vs_house_price_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1606,med_family_income_vs_house_price_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,6.2341,0.0159,0.0167,0.8976
1607,med_family_income_vs_house_price_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1608,med_family_income_vs_house_price_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,6.7585,0.0122,0.0921,0.7628
1609,med_family_income_vs_house_price_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1610,med_family_income_vs_house_price_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t,8.4068,0.0055,5.3556,0.0249
1611,med_family_income_vs_house_price_times_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1612,med_family_income_vs_house_price_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t,5.3942,0.0243,3.2722,0.0766
1613,med_family_income_vs_house_price_div_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1614,med_family_income_vs_house_price_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,8.3172,0.0058,13.0657,0.0007
1615,med_family_income_vs_house_price_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1616,med_family_income_vs_house_price_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,5.6847,0.0209,5.4838,0.0233
1617,med_family_income_vs_house_price_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1618,med_family_income_vs_house_price_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,4.8384,0.0325,6.416,0.0146
1619,med_family_income_vs_house_price_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1620,med_family_income_vs_house_price_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,10.3506,0.0023,24.2594,0.0
1621,med_family_income_vs_house_price_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1622,gdp_nom_1yr_diff_times_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t,6.9803,0.011,1.835,0.1817
1623,gdp_nom_1yr_diff_times_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_isnull,,,,
1624,gdp_nom_1yr_diff_div_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t,6.678,0.0127,0.0098,0.9214
1625,gdp_nom_1yr_diff_div_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_isnull,,,,
1626,gdp_nom_1yr_diff_times_industrial_prod_1yr_diff_ewma_trim_pow2_t,7.0443,0.0106,0.6025,0.4413
1627,gdp_nom_1yr_diff_times_industrial_prod_1yr_diff_ewma_trim_pow2_isnull,,,,
1628,gdp_nom_1yr_diff_div_industrial_prod_1yr_diff_ewma_trim_pow2_t,6.4522,0.0142,0.3875,0.5365
1629,gdp_nom_1yr_diff_div_industrial_prod_1yr_diff_ewma_trim_pow2_isnull,,,,
1630,gdp_nom_1yr_diff_times_med_house_price_1yr_diff_ewma_trim_pow2_t,5.6657,0.0212,1.7924,0.1868
1631,gdp_nom_1yr_diff_times_med_house_price_1yr_diff_ewma_trim_pow2_isnull,,,,
1632,gdp_nom_1yr_diff_div_med_house_price_1yr_diff_ewma_trim_pow2_t,8.0447,0.0066,9.4762,0.0034
1633,gdp_nom_1yr_diff_div_med_house_price_1yr_diff_ewma_trim_pow2_isnull,,,,
1634,gdp_nom_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_pow2_t,7.0111,0.0108,1.4086,0.241
1635,gdp_nom_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1636,gdp_nom_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_pow2_t,6.6453,0.0129,0.009,0.9249
1637,gdp_nom_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1638,gdp_nom_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_pow2_t,6.0226,0.0176,0.0103,0.9196
1639,gdp_nom_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1640,gdp_nom_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_pow2_t,5.276,0.0258,0.4285,0.5158
1641,gdp_nom_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1642,gdp_nom_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t,7.0969,0.0104,1.9556,0.1683
1643,gdp_nom_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1644,gdp_nom_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t,6.5634,0.0135,0.4511,0.505
1645,gdp_nom_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1646,gdp_nom_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,9.9319,0.0027,10.9466,0.0018
1647,gdp_nom_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1648,gdp_nom_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,4.1303,0.0475,6.8245,0.0119
1649,gdp_nom_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1650,gdp_nom_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,7.9244,0.007,8.1202,0.0064
1651,gdp_nom_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1652,gdp_nom_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,5.8069,0.0197,8.1838,0.0062
1653,gdp_nom_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1654,gdp_nom_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,6.0625,0.0173,0.0633,0.8025
1655,gdp_nom_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1656,gdp_nom_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,6.7328,0.0124,0.072,0.7896
1657,gdp_nom_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1658,gdp_nom_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t,8.1846,0.0062,3.6207,0.0629
1659,gdp_nom_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1660,gdp_nom_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t,5.3668,0.0247,4.7331,0.0344
1661,gdp_nom_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1662,gdp_nom_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,8.143,0.0063,8.5452,0.0052
1663,gdp_nom_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1664,gdp_nom_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,5.641,0.0214,17.7398,0.0001
1665,gdp_nom_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1666,gdp_nom_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,4.9231,0.0311,6.484,0.0141
1667,gdp_nom_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1668,gdp_nom_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,9.4783,0.0034,24.6057,0.0
1669,gdp_nom_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1670,cpi_urb_nonvol_1yr_diff_times_industrial_prod_1yr_diff_ewma_trim_pow2_t,7.0964,0.0104,1.2748,0.2644
1671,cpi_urb_nonvol_1yr_diff_times_industrial_prod_1yr_diff_ewma_trim_pow2_isnull,,,,
1672,cpi_urb_nonvol_1yr_diff_div_industrial_prod_1yr_diff_ewma_trim_pow2_t,6.3579,0.0149,0.2714,0.6047
1673,cpi_urb_nonvol_1yr_diff_div_industrial_prod_1yr_diff_ewma_trim_pow2_isnull,,,,
1674,cpi_urb_nonvol_1yr_diff_times_med_house_price_1yr_diff_ewma_trim_pow2_t,5.707,0.0207,2.921,0.0938
1675,cpi_urb_nonvol_1yr_diff_times_med_house_price_1yr_diff_ewma_trim_pow2_isnull,,,,
1676,cpi_urb_nonvol_1yr_diff_div_med_house_price_1yr_diff_ewma_trim_pow2_t,7.9404,0.0069,4.8214,0.0329
1677,cpi_urb_nonvol_1yr_diff_div_med_house_price_1yr_diff_ewma_trim_pow2_isnull,,,,
1678,cpi_urb_nonvol_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_pow2_t,7.012,0.0108,8.4328,0.0055
1679,cpi_urb_nonvol_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1680,cpi_urb_nonvol_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_pow2_t,6.6221,0.0131,0.2095,0.6492
1681,cpi_urb_nonvol_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1682,cpi_urb_nonvol_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_pow2_t,5.8598,0.0192,0.0049,0.9443
1683,cpi_urb_nonvol_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1684,cpi_urb_nonvol_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_pow2_t,5.3654,0.0247,0.4165,0.5217
1685,cpi_urb_nonvol_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1686,cpi_urb_nonvol_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t,7.1009,0.0103,11.2653,0.0015
1687,cpi_urb_nonvol_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1688,cpi_urb_nonvol_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t,6.5373,0.0136,1.5402,0.2205
1689,cpi_urb_nonvol_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1690,cpi_urb_nonvol_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,9.9419,0.0027,11.6914,0.0013
1691,cpi_urb_nonvol_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1692,cpi_urb_nonvol_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,4.1098,0.048,6.9172,0.0114
1693,cpi_urb_nonvol_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1694,cpi_urb_nonvol_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,7.9301,0.0069,14.2529,0.0004
1695,cpi_urb_nonvol_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1696,cpi_urb_nonvol_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,5.7817,0.0199,9.3589,0.0036
1697,cpi_urb_nonvol_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1698,cpi_urb_nonvol_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,6.1676,0.0164,0.0669,0.797
1699,cpi_urb_nonvol_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1700,cpi_urb_nonvol_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,6.6104,0.0132,0.0267,0.8709
1701,cpi_urb_nonvol_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1702,cpi_urb_nonvol_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t,8.2431,0.006,5.199,0.027
1703,cpi_urb_nonvol_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1704,cpi_urb_nonvol_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t,5.3236,0.0252,4.2735,0.044
1705,cpi_urb_nonvol_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1706,cpi_urb_nonvol_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,8.1753,0.0062,17.3708,0.0001
1707,cpi_urb_nonvol_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1708,cpi_urb_nonvol_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,5.5952,0.0219,11.1546,0.0016
1709,cpi_urb_nonvol_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1710,cpi_urb_nonvol_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,4.9375,0.0308,9.9813,0.0027
1711,cpi_urb_nonvol_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1712,cpi_urb_nonvol_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,9.4458,0.0034,16.2564,0.0002
1713,cpi_urb_nonvol_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1714,industrial_prod_1yr_diff_times_med_house_price_1yr_diff_ewma_trim_pow2_t,5.7176,0.0206,1.0688,0.3063
1715,industrial_prod_1yr_diff_times_med_house_price_1yr_diff_ewma_trim_pow2_isnull,,,,
1716,industrial_prod_1yr_diff_div_med_house_price_1yr_diff_ewma_trim_pow2_t,8.2563,0.0059,13.2716,0.0006
1717,industrial_prod_1yr_diff_div_med_house_price_1yr_diff_ewma_trim_pow2_isnull,,,,
1718,industrial_prod_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_pow2_t,7.1176,0.0103,1.1087,0.2975
1719,industrial_prod_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1720,industrial_prod_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_pow2_t,6.7583,0.0122,0.1081,0.7438
1721,industrial_prod_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1722,industrial_prod_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_pow2_t,6.573,0.0134,0.1028,0.7499
1723,industrial_prod_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1724,industrial_prod_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_pow2_t,5.2666,0.026,0.3787,0.5412
1725,industrial_prod_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1726,industrial_prod_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t,7.2054,0.0098,1.4902,0.228
1727,industrial_prod_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1728,industrial_prod_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t,6.674,0.0128,0.0097,0.9218
1729,industrial_prod_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1730,industrial_prod_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,10.1395,0.0025,11.4984,0.0014
1731,industrial_prod_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1732,industrial_prod_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,4.1595,0.0467,5.1262,0.028
1733,industrial_prod_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1734,industrial_prod_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,8.1018,0.0064,8.8425,0.0046
1735,industrial_prod_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1736,industrial_prod_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,5.8604,0.0192,1.9632,0.1675
1737,industrial_prod_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1738,industrial_prod_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,6.1847,0.0163,0.0199,0.8884
1739,industrial_prod_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1740,industrial_prod_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,6.8065,0.0119,0.1283,0.7217
1741,industrial_prod_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1742,industrial_prod_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t,8.424,0.0055,5.0454,0.0292
1743,industrial_prod_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1744,industrial_prod_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t,5.3724,0.0246,2.149,0.1491
1745,industrial_prod_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1746,industrial_prod_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,8.2457,0.006,6.3821,0.0148
1747,industrial_prod_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1748,industrial_prod_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,5.7586,0.0202,6.6674,0.0129
1749,industrial_prod_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1750,industrial_prod_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,4.9613,0.0305,4.2166,0.0454
1751,industrial_prod_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1752,industrial_prod_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,9.7545,0.003,33.6624,0.0
1753,industrial_prod_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1754,med_house_price_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_pow2_t,5.7374,0.0204,2.1302,0.1508
1755,med_house_price_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1756,med_house_price_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_pow2_t,5.4257,0.0239,6.7008,0.0126
1757,med_house_price_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1758,med_house_price_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_pow2_t,5.1852,0.0271,0.3032,0.5844
1759,med_house_price_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1760,med_house_price_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_pow2_t,4.2813,0.0437,1.5376,0.2209
1761,med_house_price_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1762,med_house_price_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t,5.8052,0.0197,1.7403,0.1932
1763,med_house_price_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1764,med_house_price_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t,5.3603,0.0247,7.6948,0.0078
1765,med_house_price_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1766,med_house_price_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,8.0754,0.0065,2.224,0.1423
1767,med_house_price_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1768,med_house_price_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,3.404,0.071,10.8227,0.0019
1769,med_house_price_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1770,med_house_price_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,6.4832,0.014,0.0219,0.8829
1771,med_house_price_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1772,med_house_price_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,4.7435,0.0342,11.7299,0.0013
1773,med_house_price_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1774,med_house_price_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,4.8893,0.0316,1.1084,0.2976
1775,med_house_price_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1776,med_house_price_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,5.5839,0.0221,1.4204,0.2391
1777,med_house_price_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1778,med_house_price_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t,6.7173,0.0125,0.0705,0.7917
1779,med_house_price_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1780,med_house_price_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t,4.3686,0.0417,10.3833,0.0023
1781,med_house_price_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1782,med_house_price_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,6.6541,0.0129,0.0192,0.8905
1783,med_house_price_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1784,med_house_price_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,4.6186,0.0365,19.1719,0.0001
1785,med_house_price_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1786,med_house_price_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,4.0356,0.05,9.5138,0.0033
1787,med_house_price_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1788,med_house_price_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,8.0294,0.0066,6.6551,0.0129
1789,med_house_price_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1790,med_family_income_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_pow2_t,6.0027,0.0178,0.0119,0.9135
1791,med_family_income_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1792,med_family_income_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_pow2_t,5.3558,0.0248,0.3806,0.5401
1793,med_family_income_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1794,med_family_income_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t,7.1403,0.0101,5.4413,0.0238
1795,med_family_income_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1796,med_family_income_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t,6.5812,0.0134,6.328,0.0152
1797,med_family_income_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1798,med_family_income_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,9.9676,0.0027,11.4264,0.0014
1799,med_family_income_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1800,med_family_income_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,4.1597,0.0467,7.0624,0.0106
1801,med_family_income_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1802,med_family_income_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,7.9751,0.0068,14.2797,0.0004
1803,med_family_income_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1804,med_family_income_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,5.8207,0.0195,8.1032,0.0064
1805,med_family_income_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1806,med_family_income_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,6.184,0.0163,0.047,0.8292
1807,med_family_income_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
