+-------------------------------------------------------------------------------------------+---------------+----------------+----------------+-----------------+
|                                            name                                           | linreg_scores | linreg_pvalues | classif_scores | classif_pvalues |
|            capacity_util_mfg_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t            |     5.9818    |     0.018      |     0.5107     |      0.4782     |
|             capacity_util_mfg_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t             |    12.0763    |     0.0011     |    45.1198     |       0.0       |
|         capacity_util_chem_times_med_family_income_vs_house_price_ewma_trim_pow2_t        |     9.0388    |     0.0041     |    16.6369     |      0.0002     |
|          capacity_util_chem_div_med_family_income_vs_house_price_ewma_trim_pow2_t         |     8.4346    |     0.0055     |    10.8202     |      0.0019     |
|                 capacity_util_chem_times_gdp_nom_1yr_diff_ewma_trim_pow2_t                |     8.7871    |     0.0046     |     9.8329     |      0.0029     |
|                  capacity_util_chem_div_gdp_nom_1yr_diff_ewma_trim_pow2_t                 |     8.5137    |     0.0053     |     36.457     |       0.0       |
|             capacity_util_chem_times_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t             |     8.8642    |     0.0045     |    18.9837     |      0.0001     |
|              capacity_util_chem_div_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t              |     8.4917    |     0.0053     |    15.3255     |      0.0003     |
|             capacity_util_chem_times_industrial_prod_1yr_diff_ewma_trim_pow2_t            |     8.9273    |     0.0043     |     9.3155     |      0.0037     |
|              capacity_util_chem_div_industrial_prod_1yr_diff_ewma_trim_pow2_t             |     8.2364    |     0.006      |    12.4793     |      0.0009     |
|             capacity_util_chem_times_med_house_price_1yr_diff_ewma_trim_pow2_t            |     7.1964    |     0.0099     |     0.6411     |      0.4272     |
|              capacity_util_chem_div_med_house_price_1yr_diff_ewma_trim_pow2_t             |     10.228    |     0.0024     |     35.829     |       0.0       |
|            capacity_util_chem_times_med_family_income_1yr_diff_ewma_trim_pow2_t           |     8.9025    |     0.0044     |    16.4671     |      0.0002     |
|             capacity_util_chem_div_med_family_income_1yr_diff_ewma_trim_pow2_t            |     8.4515    |     0.0054     |     17.489     |      0.0001     |
|               capacity_util_chem_times_unempl_rate_1yr_diff_ewma_trim_pow2_t              |     7.7993    |     0.0074     |     0.9934     |      0.3238     |
|                capacity_util_chem_div_unempl_rate_1yr_diff_ewma_trim_pow2_t               |     6.7158    |     0.0125     |     0.1383     |      0.7116     |
|         capacity_util_chem_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t         |     9.0058    |     0.0042     |    16.8178     |      0.0002     |
|          capacity_util_chem_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t          |     8.352     |     0.0057     |     17.083     |      0.0001     |
|         capacity_util_chem_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t        |    12.6017    |     0.0008     |    25.9776     |       0.0       |
|          capacity_util_chem_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t         |     5.2646    |     0.026      |     1.3526     |      0.2505     |
|           capacity_util_chem_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t          |    10.0275    |     0.0026     |    23.0212     |       0.0       |
|            capacity_util_chem_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t           |     7.4106    |     0.0089     |     3.114      |      0.0839     |
|        capacity_util_chem_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t        |     7.5546    |     0.0083     |     0.8539     |       0.36      |
|         capacity_util_chem_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t         |     8.6754    |     0.0049     |     5.6566     |      0.0213     |
|            capacity_util_chem_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t           |    10.2123    |     0.0024     |    10.0756     |      0.0026     |
|             capacity_util_chem_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t            |     6.9271    |     0.0113     |     0.3768     |      0.5422     |
|           capacity_util_chem_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t           |    10.2788    |     0.0023     |    21.4219     |       0.0       |
|            capacity_util_chem_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t            |     7.2116    |     0.0098     |     2.4076     |      0.1272     |
|            capacity_util_chem_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t           |     6.2159    |     0.016      |     0.1056     |      0.7466     |
|             capacity_util_chem_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t            |    12.6204    |     0.0008     |    65.1595     |       0.0       |
|          med_family_income_vs_house_price_times_gdp_nom_1yr_diff_ewma_trim_pow2_t         |     7.0861    |     0.0104     |     1.3237     |      0.2555     |
|           med_family_income_vs_house_price_div_gdp_nom_1yr_diff_ewma_trim_pow2_t          |     6.7291    |     0.0124     |     0.0679     |      0.7955     |
|      med_family_income_vs_house_price_times_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t      |     7.0877    |     0.0104     |     2.3864     |      0.1288     |
|       med_family_income_vs_house_price_div_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t       |     6.7733    |     0.0121     |     0.1944     |      0.6612     |
|      med_family_income_vs_house_price_times_industrial_prod_1yr_diff_ewma_trim_pow2_t     |     7.2002    |     0.0099     |     1.2456     |      0.2698     |
|       med_family_income_vs_house_price_div_industrial_prod_1yr_diff_ewma_trim_pow2_t      |     6.4834    |     0.014      |     0.0633     |      0.8023     |
|      med_family_income_vs_house_price_times_med_house_price_1yr_diff_ewma_trim_pow2_t     |     5.8514    |     0.0192     |     1.2189     |      0.275      |
|       med_family_income_vs_house_price_div_med_house_price_1yr_diff_ewma_trim_pow2_t      |     8.0302    |     0.0066     |     6.1689     |      0.0165     |
|     med_family_income_vs_house_price_times_med_family_income_1yr_diff_ewma_trim_pow2_t    |     7.1323    |     0.0102     |     2.2848     |      0.1371     |
|      med_family_income_vs_house_price_div_med_family_income_1yr_diff_ewma_trim_pow2_t     |     6.7269    |     0.0124     |     0.0787     |      0.7802     |
|        med_family_income_vs_house_price_times_unempl_rate_1yr_diff_ewma_trim_pow2_t       |     5.7579    |     0.0202     |     0.0014     |      0.9701     |
|         med_family_income_vs_house_price_div_unempl_rate_1yr_diff_ewma_trim_pow2_t        |     5.4886    |     0.0232     |     0.2347     |      0.6302     |
|  med_family_income_vs_house_price_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t  |     7.2127    |     0.0098     |     2.7899     |      0.1012     |
|   med_family_income_vs_house_price_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t   |     6.6496    |     0.0129     |     0.0001     |      0.9919     |
|  med_family_income_vs_house_price_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t |    10.1024    |     0.0025     |     12.178     |      0.001      |
|   med_family_income_vs_house_price_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t  |     4.1638    |     0.0466     |     5.5695     |      0.0223     |
|    med_family_income_vs_house_price_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t   |     8.0583    |     0.0065     |    10.5922     |      0.0021     |
|     med_family_income_vs_house_price_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t    |     5.8787    |     0.019      |     3.6239     |      0.0628     |
| med_family_income_vs_house_price_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t |     6.2341    |     0.0159     |     0.0167     |      0.8976     |
|  med_family_income_vs_house_price_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t  |     6.7585    |     0.0122     |     0.0921     |      0.7628     |
|     med_family_income_vs_house_price_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t    |     8.4068    |     0.0055     |     5.3556     |      0.0249     |
|      med_family_income_vs_house_price_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t     |     5.3942    |     0.0243     |     3.2722     |      0.0766     |
|    med_family_income_vs_house_price_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t    |     8.3172    |     0.0058     |    13.0657     |      0.0007     |
|     med_family_income_vs_house_price_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t     |     5.6847    |     0.0209     |     5.4838     |      0.0233     |
|     med_family_income_vs_house_price_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t    |     4.8384    |     0.0325     |     6.416      |      0.0146     |
|      med_family_income_vs_house_price_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t     |    10.3506    |     0.0023     |    24.2594     |       0.0       |
|              gdp_nom_1yr_diff_times_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t              |     6.9803    |     0.011      |     1.835      |      0.1817     |
|               gdp_nom_1yr_diff_div_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t               |     6.678     |     0.0127     |     0.0098     |      0.9214     |
|              gdp_nom_1yr_diff_times_industrial_prod_1yr_diff_ewma_trim_pow2_t             |     7.0443    |     0.0106     |     0.6025     |      0.4413     |
|               gdp_nom_1yr_diff_div_industrial_prod_1yr_diff_ewma_trim_pow2_t              |     6.4522    |     0.0142     |     0.3875     |      0.5365     |
|              gdp_nom_1yr_diff_times_med_house_price_1yr_diff_ewma_trim_pow2_t             |     5.6657    |     0.0212     |     1.7924     |      0.1868     |
|               gdp_nom_1yr_diff_div_med_house_price_1yr_diff_ewma_trim_pow2_t              |     8.0447    |     0.0066     |     9.4762     |      0.0034     |
|             gdp_nom_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_pow2_t            |     7.0111    |     0.0108     |     1.4086     |      0.241      |
|              gdp_nom_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_pow2_t             |     6.6453    |     0.0129     |     0.009      |      0.9249     |
|                gdp_nom_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_pow2_t               |     6.0226    |     0.0176     |     0.0103     |      0.9196     |
|                 gdp_nom_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_pow2_t                |     5.276     |     0.0258     |     0.4285     |      0.5158     |
|          gdp_nom_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t          |     7.0969    |     0.0104     |     1.9556     |      0.1683     |
|           gdp_nom_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t           |     6.5634    |     0.0135     |     0.4511     |      0.505      |
|          gdp_nom_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t         |     9.9319    |     0.0027     |    10.9466     |      0.0018     |
|           gdp_nom_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t          |     4.1303    |     0.0475     |     6.8245     |      0.0119     |
|            gdp_nom_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t           |     7.9244    |     0.007      |     8.1202     |      0.0064     |
|             gdp_nom_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t            |     5.8069    |     0.0197     |     8.1838     |      0.0062     |
|         gdp_nom_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t         |     6.0625    |     0.0173     |     0.0633     |      0.8025     |
|          gdp_nom_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t          |     6.7328    |     0.0124     |     0.072      |      0.7896     |
|             gdp_nom_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t            |     8.1846    |     0.0062     |     3.6207     |      0.0629     |
|              gdp_nom_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t             |     5.3668    |     0.0247     |     4.7331     |      0.0344     |
|            gdp_nom_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t            |     8.143     |     0.0063     |     8.5452     |      0.0052     |
|             gdp_nom_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t             |     5.641     |     0.0214     |    17.7398     |      0.0001     |
|             gdp_nom_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t            |     4.9231    |     0.0311     |     6.484      |      0.0141     |
|              gdp_nom_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t             |     9.4783    |     0.0034     |    24.6057     |       0.0       |
|          cpi_urb_nonvol_1yr_diff_times_industrial_prod_1yr_diff_ewma_trim_pow2_t          |     7.0964    |     0.0104     |     1.2748     |      0.2644     |
|           cpi_urb_nonvol_1yr_diff_div_industrial_prod_1yr_diff_ewma_trim_pow2_t           |     6.3579    |     0.0149     |     0.2714     |      0.6047     |
|          cpi_urb_nonvol_1yr_diff_times_med_house_price_1yr_diff_ewma_trim_pow2_t          |     5.707     |     0.0207     |     2.921      |      0.0938     |
|           cpi_urb_nonvol_1yr_diff_div_med_house_price_1yr_diff_ewma_trim_pow2_t           |     7.9404    |     0.0069     |     4.8214     |      0.0329     |
|         cpi_urb_nonvol_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_pow2_t         |     7.012     |     0.0108     |     8.4328     |      0.0055     |
|          cpi_urb_nonvol_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_pow2_t          |     6.6221    |     0.0131     |     0.2095     |      0.6492     |
|            cpi_urb_nonvol_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_pow2_t            |     5.8598    |     0.0192     |     0.0049     |      0.9443     |
|             cpi_urb_nonvol_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_pow2_t             |     5.3654    |     0.0247     |     0.4165     |      0.5217     |
|       cpi_urb_nonvol_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t      |     7.1009    |     0.0103     |    11.2653     |      0.0015     |
|        cpi_urb_nonvol_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t       |     6.5373    |     0.0136     |     1.5402     |      0.2205     |
|      cpi_urb_nonvol_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t      |     9.9419    |     0.0027     |    11.6914     |      0.0013     |
|       cpi_urb_nonvol_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t       |     4.1098    |     0.048      |     6.9172     |      0.0114     |
|        cpi_urb_nonvol_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t        |     7.9301    |     0.0069     |    14.2529     |      0.0004     |
|         cpi_urb_nonvol_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t         |     5.7817    |     0.0199     |     9.3589     |      0.0036     |
|      cpi_urb_nonvol_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t     |     6.1676    |     0.0164     |     0.0669     |      0.797      |
|       cpi_urb_nonvol_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t      |     6.6104    |     0.0132     |     0.0267     |      0.8709     |
|         cpi_urb_nonvol_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t         |     8.2431    |     0.006      |     5.199      |      0.027      |
|          cpi_urb_nonvol_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t          |     5.3236    |     0.0252     |     4.2735     |      0.044      |
|         cpi_urb_nonvol_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t        |     8.1753    |     0.0062     |    17.3708     |      0.0001     |
|          cpi_urb_nonvol_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t         |     5.5952    |     0.0219     |    11.1546     |      0.0016     |
|         cpi_urb_nonvol_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t         |     4.9375    |     0.0308     |     9.9813     |      0.0027     |
|          cpi_urb_nonvol_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t          |     9.4458    |     0.0034     |    16.2564     |      0.0002     |
|          industrial_prod_1yr_diff_times_med_house_price_1yr_diff_ewma_trim_pow2_t         |     5.7176    |     0.0206     |     1.0688     |      0.3063     |
|           industrial_prod_1yr_diff_div_med_house_price_1yr_diff_ewma_trim_pow2_t          |     8.2563    |     0.0059     |    13.2716     |      0.0006     |
|         industrial_prod_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_pow2_t        |     7.1176    |     0.0103     |     1.1087     |      0.2975     |
|          industrial_prod_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_pow2_t         |     6.7583    |     0.0122     |     0.1081     |      0.7438     |
|            industrial_prod_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_pow2_t           |     6.573     |     0.0134     |     0.1028     |      0.7499     |
|             industrial_prod_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_pow2_t            |     5.2666    |     0.026      |     0.3787     |      0.5412     |
|      industrial_prod_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t      |     7.2054    |     0.0098     |     1.4902     |      0.228      |
|       industrial_prod_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t       |     6.674     |     0.0128     |     0.0097     |      0.9218     |
|      industrial_prod_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t     |    10.1395    |     0.0025     |    11.4984     |      0.0014     |
|       industrial_prod_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t      |     4.1595    |     0.0467     |     5.1262     |      0.028      |
|        industrial_prod_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t       |     8.1018    |     0.0064     |     8.8425     |      0.0046     |
|         industrial_prod_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t        |     5.8604    |     0.0192     |     1.9632     |      0.1675     |
|     industrial_prod_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t     |     6.1847    |     0.0163     |     0.0199     |      0.8884     |
|      industrial_prod_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t      |     6.8065    |     0.0119     |     0.1283     |      0.7217     |
|         industrial_prod_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t        |     8.424     |     0.0055     |     5.0454     |      0.0292     |
|          industrial_prod_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t         |     5.3724    |     0.0246     |     2.149      |      0.1491     |
|        industrial_prod_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t        |     8.2457    |     0.006      |     6.3821     |      0.0148     |
|         industrial_prod_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t         |     5.7586    |     0.0202     |     6.6674     |      0.0129     |
|         industrial_prod_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t        |     4.9613    |     0.0305     |     4.2166     |      0.0454     |
|          industrial_prod_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t         |     9.7545    |     0.003      |    33.6624     |       0.0       |
|         med_house_price_1yr_diff_times_med_family_income_1yr_diff_ewma_trim_pow2_t        |     5.7374    |     0.0204     |     2.1302     |      0.1508     |
|          med_house_price_1yr_diff_div_med_family_income_1yr_diff_ewma_trim_pow2_t         |     5.4257    |     0.0239     |     6.7008     |      0.0126     |
|            med_house_price_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_pow2_t           |     5.1852    |     0.0271     |     0.3032     |      0.5844     |
|             med_house_price_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_pow2_t            |     4.2813    |     0.0437     |     1.5376     |      0.2209     |
|      med_house_price_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t      |     5.8052    |     0.0197     |     1.7403     |      0.1932     |
|       med_house_price_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t       |     5.3603    |     0.0247     |     7.6948     |      0.0078     |
|      med_house_price_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t     |     8.0754    |     0.0065     |     2.224      |      0.1423     |
|        med_house_price_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t       |     6.4832    |     0.014      |     0.0219     |      0.8829     |
|         med_house_price_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t        |     4.7435    |     0.0342     |    11.7299     |      0.0013     |
|     med_house_price_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t     |     4.8893    |     0.0316     |     1.1084     |      0.2976     |
|      med_house_price_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t      |     5.5839    |     0.0221     |     1.4204     |      0.2391     |
|         med_house_price_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t        |     6.7173    |     0.0125     |     0.0705     |      0.7917     |
|          med_house_price_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t         |     4.3686    |     0.0417     |    10.3833     |      0.0023     |
|        med_house_price_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t        |     6.6541    |     0.0129     |     0.0192     |      0.8905     |
|         med_house_price_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t         |     4.6186    |     0.0365     |    19.1719     |      0.0001     |
|         med_house_price_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t        |     4.0356    |      0.05      |     9.5138     |      0.0033     |
|          med_house_price_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t         |     8.0294    |     0.0066     |     6.6551     |      0.0129     |
|           med_family_income_1yr_diff_times_unempl_rate_1yr_diff_ewma_trim_pow2_t          |     6.0027    |     0.0178     |     0.0119     |      0.9135     |
|            med_family_income_1yr_diff_div_unempl_rate_1yr_diff_ewma_trim_pow2_t           |     5.3558    |     0.0248     |     0.3806     |      0.5401     |
|     med_family_income_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t     |     7.1403    |     0.0101     |     5.4413     |      0.0238     |
|      med_family_income_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t      |     6.5812    |     0.0134     |     6.328      |      0.0152     |
|     med_family_income_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t    |     9.9676    |     0.0027     |    11.4264     |      0.0014     |
|      med_family_income_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t     |     4.1597    |     0.0467     |     7.0624     |      0.0106     |
|       med_family_income_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t      |     7.9751    |     0.0068     |    14.2797     |      0.0004     |
|        med_family_income_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t       |     5.8207    |     0.0195     |     8.1032     |      0.0064     |
|    med_family_income_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t    |     6.184     |     0.0163     |     0.047      |      0.8292     |
|     med_family_income_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t     |     6.6751    |     0.0127     |     0.0483     |      0.827      |
|        med_family_income_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t       |     8.2904    |     0.0059     |     5.2076     |      0.0269     |
|         med_family_income_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t        |     5.3559    |     0.0248     |     4.0805     |      0.0489     |
|       med_family_income_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t       |     8.2081    |     0.0061     |    13.7714     |      0.0005     |
|        med_family_income_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t        |     5.6438    |     0.0214     |    14.6286     |      0.0004     |
|        med_family_income_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t       |     4.9935    |     0.0299     |     8.5129     |      0.0053     |
|         med_family_income_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t        |     9.3175    |     0.0036     |    19.0247     |      0.0001     |
|        unempl_rate_1yr_diff_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t        |     6.2092    |     0.0161     |     0.0378     |      0.8466     |
|         unempl_rate_1yr_diff_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t         |     5.6882    |     0.0209     |     0.0019     |      0.965      |
|        unempl_rate_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t       |     9.2067    |     0.0038     |     2.5731     |      0.1151     |
|          unempl_rate_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t         |     6.7934    |     0.012      |     0.277      |      0.6011     |
|           unempl_rate_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t          |     4.9812    |     0.0301     |      0.19      |      0.6649     |
|       unempl_rate_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t       |     5.741     |     0.0204     |     0.0218     |      0.8832     |
|        unempl_rate_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t        |     5.2828    |     0.0258     |      0.0       |      0.9992     |
|           unempl_rate_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t          |     6.6233    |     0.0131     |     0.2362     |      0.6291     |
|            unempl_rate_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t           |     4.4862    |     0.0392     |     0.3522     |      0.5556     |
|          unempl_rate_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t          |     7.1536    |     0.0101     |     0.4589     |      0.5013     |
|           unempl_rate_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t           |     4.8619    |     0.0321     |     0.2083     |      0.6501     |
|           unempl_rate_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t          |     4.383     |     0.0414     |     0.9247     |      0.341      |
|            unempl_rate_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t           |     8.5651    |     0.0051     |     1.6692     |      0.2024     |
|  real_med_family_income_1yr_diff_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t  |    10.0927    |     0.0026     |    12.2344     |      0.001      |
|   real_med_family_income_1yr_diff_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t   |     4.2081    |     0.0455     |     6.6368     |      0.0131     |
|    real_med_family_income_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t    |     8.0726    |     0.0065     |    15.0706     |      0.0003     |
|     real_med_family_income_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t     |     5.8972    |     0.0188     |     7.075      |      0.0105     |
|  real_med_family_income_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t |     6.2443    |     0.0158     |     0.0226     |      0.881      |
|   real_med_family_income_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t  |     6.7757    |     0.0121     |     0.1034     |      0.7491     |
|     real_med_family_income_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t     |     8.3823    |     0.0056     |     5.4942     |      0.0232     |
|      real_med_family_income_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t      |     5.4319    |     0.0238     |     3.7657     |      0.0581     |
|     real_med_family_income_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t    |     8.3086    |     0.0058     |    14.7915     |      0.0003     |
|      real_med_family_income_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t     |     5.7184    |     0.0206     |    13.0754     |      0.0007     |
|     real_med_family_income_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t     |     5.0519    |     0.029      |     7.4071     |      0.009      |
|      real_med_family_income_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t      |     9.117     |     0.004      |    18.1257     |      0.0001     |
|    combanks_business_loans_1yr_diff_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t   |    11.1874    |     0.0016     |     16.449     |      0.0002     |
|     combanks_business_loans_1yr_diff_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t    |     8.4228    |     0.0055     |     4.9313     |      0.031      |
| combanks_business_loans_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t |     8.7064    |     0.0048     |     2.8578     |      0.0973     |
