+-------------------------------------------------------------------------------------------+---------------+----------------+----------------+-----------------+
|                                            name                                           | linreg_scores | linreg_pvalues | classif_scores | classif_pvalues |
|                  sp500_peratio_div_tax_receipts_corp_1yr_diff_ewma_trim_t                 |     9.7334    |     0.003      |    20.5323     |       0.0       |
|                   capacity_util_mfg_times_capacity_util_chem_ewma_trim_t                  |     8.4957    |     0.0053     |    17.0113     |      0.0001     |
|                    capacity_util_mfg_div_capacity_util_chem_ewma_trim_t                   |     6.5118    |     0.0138     |     0.8218     |      0.3691     |
|            capacity_util_mfg_times_med_family_income_vs_house_price_ewma_trim_t           |     7.6085    |     0.0081     |    10.5297     |      0.0021     |
|             capacity_util_mfg_div_med_family_income_vs_house_price_ewma_trim_t            |     7.3711    |     0.0091     |     7.7931     |      0.0075     |
|                    capacity_util_mfg_times_gdp_nom_1yr_diff_ewma_trim_t                   |     7.5355    |     0.0084     |     6.902      |      0.0115     |
|                     capacity_util_mfg_div_gdp_nom_1yr_diff_ewma_trim_t                    |     7.3818    |     0.009      |    25.4761     |       0.0       |
|                capacity_util_mfg_times_cpi_urb_nonvol_1yr_diff_ewma_trim_t                |     7.5457    |     0.0083     |    12.9593     |      0.0007     |
|                 capacity_util_mfg_div_cpi_urb_nonvol_1yr_diff_ewma_trim_t                 |     7.3836    |     0.009      |    10.3698     |      0.0023     |
|                capacity_util_mfg_times_industrial_prod_1yr_diff_ewma_trim_t               |     7.6006    |     0.0081     |     5.9424     |      0.0185     |
|                 capacity_util_mfg_div_industrial_prod_1yr_diff_ewma_trim_t                |     7.2794    |     0.0095     |    10.5241     |      0.0021     |
|                capacity_util_mfg_times_med_house_price_1yr_diff_ewma_trim_t               |     6.8189    |     0.0119     |     0.1888     |      0.6658     |
|                 capacity_util_mfg_div_med_house_price_1yr_diff_ewma_trim_t                |     8.1315    |     0.0063     |     37.195     |       0.0       |
|               capacity_util_mfg_times_med_family_income_1yr_diff_ewma_trim_t              |     7.562     |     0.0083     |    10.6166     |      0.002      |
|                capacity_util_mfg_div_med_family_income_1yr_diff_ewma_trim_t               |     7.367     |     0.0091     |    13.2235     |      0.0007     |
|                  capacity_util_mfg_times_unempl_rate_1yr_diff_ewma_trim_t                 |     7.5694    |     0.0082     |     1.5256     |      0.2227     |
|                   capacity_util_mfg_div_unempl_rate_1yr_diff_ewma_trim_t                  |     6.6942    |     0.0126     |     0.0556     |      0.8146     |
|            capacity_util_mfg_times_real_med_family_income_1yr_diff_ewma_trim_t            |     7.6086    |     0.0081     |    11.1804     |      0.0016     |
|             capacity_util_mfg_div_real_med_family_income_1yr_diff_ewma_trim_t             |     7.3213    |     0.0093     |    12.4099     |      0.0009     |
|            capacity_util_mfg_times_combanks_business_loans_1yr_diff_ewma_trim_t           |     9.0617    |     0.0041     |    13.9658     |      0.0005     |
|             capacity_util_mfg_div_combanks_business_loans_1yr_diff_ewma_trim_t            |     5.9455    |     0.0184     |     2.9773     |      0.0907     |
|              capacity_util_mfg_times_combanks_assets_tot_1yr_diff_ewma_trim_t             |     8.0469    |     0.0066     |    16.2776     |      0.0002     |
|               capacity_util_mfg_div_combanks_assets_tot_1yr_diff_ewma_trim_t              |     6.8998    |     0.0114     |     1.4918     |      0.2278     |
|           capacity_util_mfg_times_mortage_debt_individuals_1yr_diff_ewma_trim_t           |     7.1453    |     0.0101     |     0.6811     |      0.4132     |
|            capacity_util_mfg_div_mortage_debt_individuals_1yr_diff_ewma_trim_t            |     7.5419    |     0.0084     |     4.8271     |      0.0328     |
|               capacity_util_mfg_times_real_estate_loans_1yr_diff_ewma_trim_t              |     8.2337    |     0.006      |     9.4334     |      0.0035     |
|                capacity_util_mfg_div_real_estate_loans_1yr_diff_ewma_trim_t               |     6.6674    |     0.0128     |     0.0046     |      0.9465     |
|              capacity_util_mfg_times_foreign_dir_invest_1yr_diff_ewma_trim_t              |     8.1548    |     0.0062     |    15.4289     |      0.0003     |
|               capacity_util_mfg_div_foreign_dir_invest_1yr_diff_ewma_trim_t               |     6.8047    |     0.012      |     0.9365     |      0.3379     |
|               capacity_util_mfg_times_tax_receipts_corp_1yr_diff_ewma_trim_t              |     6.3545    |     0.0149     |     0.4637     |      0.4991     |
|                capacity_util_mfg_div_tax_receipts_corp_1yr_diff_ewma_trim_t               |     8.982     |     0.0042     |    41.8429     |       0.0       |
|           capacity_util_chem_times_med_family_income_vs_house_price_ewma_trim_t           |     7.7881    |     0.0074     |    16.0192     |      0.0002     |
|            capacity_util_chem_div_med_family_income_vs_house_price_ewma_trim_t            |     7.5274    |     0.0084     |    10.5173     |      0.0021     |
|                   capacity_util_chem_times_gdp_nom_1yr_diff_ewma_trim_t                   |     7.7052    |     0.0077     |     9.5429     |      0.0033     |
|                    capacity_util_chem_div_gdp_nom_1yr_diff_ewma_trim_t                    |     7.5434    |     0.0084     |    34.9376     |       0.0       |
|                capacity_util_chem_times_cpi_urb_nonvol_1yr_diff_ewma_trim_t               |     7.7144    |     0.0077     |    18.3183     |      0.0001     |
|                 capacity_util_chem_div_cpi_urb_nonvol_1yr_diff_ewma_trim_t                |     7.5471    |     0.0083     |    14.8367     |      0.0003     |
|               capacity_util_chem_times_industrial_prod_1yr_diff_ewma_trim_t               |     7.7768    |     0.0075     |     8.5061     |      0.0053     |
|                capacity_util_chem_div_industrial_prod_1yr_diff_ewma_trim_t                |     7.4323    |     0.0088     |    12.0515     |      0.0011     |
|               capacity_util_chem_times_med_house_price_1yr_diff_ewma_trim_t               |     6.9888    |     0.0109     |     0.6958     |      0.4083     |
|                capacity_util_chem_div_med_house_price_1yr_diff_ewma_trim_t                |     8.2894    |     0.0059     |    32.7729     |       0.0       |
|              capacity_util_chem_times_med_family_income_1yr_diff_ewma_trim_t              |     7.7352    |     0.0076     |    15.7472     |      0.0002     |
|               capacity_util_chem_div_med_family_income_1yr_diff_ewma_trim_t               |     7.5261    |     0.0084     |    17.0118     |      0.0001     |
|                 capacity_util_chem_times_unempl_rate_1yr_diff_ewma_trim_t                 |     7.6356    |     0.008      |     1.4859     |      0.2287     |
|                  capacity_util_chem_div_unempl_rate_1yr_diff_ewma_trim_t                  |     6.9095    |     0.0114     |     0.2145     |      0.6453     |
|            capacity_util_chem_times_real_med_family_income_1yr_diff_ewma_trim_t           |     7.7823    |     0.0074     |    16.0724     |      0.0002     |
|             capacity_util_chem_div_real_med_family_income_1yr_diff_ewma_trim_t            |      7.48     |     0.0086     |    16.6346     |      0.0002     |
|           capacity_util_chem_times_combanks_business_loans_1yr_diff_ewma_trim_t           |     9.3252    |     0.0036     |    21.7081     |       0.0       |
|            capacity_util_chem_div_combanks_business_loans_1yr_diff_ewma_trim_t            |     6.0301    |     0.0176     |     1.2348     |      0.2719     |
|             capacity_util_chem_times_combanks_assets_tot_1yr_diff_ewma_trim_t             |     8.2311    |     0.006      |    21.7132     |       0.0       |
|              capacity_util_chem_div_combanks_assets_tot_1yr_diff_ewma_trim_t              |     7.0478    |     0.0106     |     3.0604     |      0.0865     |
|           capacity_util_chem_times_mortage_debt_individuals_1yr_diff_ewma_trim_t          |     7.3132    |     0.0093     |     1.1097     |      0.2973     |
|            capacity_util_chem_div_mortage_debt_individuals_1yr_diff_ewma_trim_t           |     7.6926    |     0.0078     |     5.8271     |      0.0196     |
|              capacity_util_chem_times_real_estate_loans_1yr_diff_ewma_trim_t              |     8.4032    |     0.0055     |    10.0972     |      0.0026     |
|               capacity_util_chem_div_real_estate_loans_1yr_diff_ewma_trim_t               |     6.8244    |     0.0118     |     0.4486     |      0.5061     |
|              capacity_util_chem_times_foreign_dir_invest_1yr_diff_ewma_trim_t             |     8.3438    |     0.0057     |    19.9689     |       0.0       |
|               capacity_util_chem_div_foreign_dir_invest_1yr_diff_ewma_trim_t              |     6.9482    |     0.0111     |     2.5422     |      0.1173     |
|              capacity_util_chem_times_tax_receipts_corp_1yr_diff_ewma_trim_t              |     6.4894    |     0.014      |     0.0895     |      0.7661     |
|               capacity_util_chem_div_tax_receipts_corp_1yr_diff_ewma_trim_t               |     9.1788    |     0.0039     |    62.0393     |       0.0       |
|            med_family_income_vs_house_price_times_gdp_nom_1yr_diff_ewma_trim_t            |     6.8814    |     0.0115     |     1.3182     |      0.2565     |
|             med_family_income_vs_house_price_div_gdp_nom_1yr_diff_ewma_trim_t             |     6.7041    |     0.0126     |     0.0697     |      0.7928     |
|         med_family_income_vs_house_price_times_cpi_urb_nonvol_1yr_diff_ewma_trim_t        |     6.8754    |     0.0116     |     2.3583     |      0.1311     |
|          med_family_income_vs_house_price_div_cpi_urb_nonvol_1yr_diff_ewma_trim_t         |     6.7218    |     0.0125     |     0.1836     |      0.6701     |
|        med_family_income_vs_house_price_times_industrial_prod_1yr_diff_ewma_trim_t        |      6.95     |     0.0111     |     1.2168     |      0.2754     |
|         med_family_income_vs_house_price_div_industrial_prod_1yr_diff_ewma_trim_t         |     6.5967    |     0.0133     |     0.0513     |      0.8218     |
|        med_family_income_vs_house_price_times_med_house_price_1yr_diff_ewma_trim_t        |     6.2647    |     0.0156     |     1.2458     |      0.2698     |
|         med_family_income_vs_house_price_div_med_house_price_1yr_diff_ewma_trim_t         |     7.344     |     0.0092     |     6.1286     |      0.0168     |
|       med_family_income_vs_house_price_times_med_family_income_1yr_diff_ewma_trim_t       |     6.898     |     0.0114     |     2.2534     |      0.1397     |
|        med_family_income_vs_house_price_div_med_family_income_1yr_diff_ewma_trim_t        |     6.6991    |     0.0126     |     0.073      |      0.7882     |
|          med_family_income_vs_house_price_times_unempl_rate_1yr_diff_ewma_trim_t          |     6.6859    |     0.0127     |     0.0582     |      0.8104     |
|           med_family_income_vs_house_price_div_unempl_rate_1yr_diff_ewma_trim_t           |     6.2191    |     0.016      |     0.1196     |      0.7309     |
|     med_family_income_vs_house_price_times_real_med_family_income_1yr_diff_ewma_trim_t    |     6.9381    |     0.0112     |     2.7691     |      0.1025     |
|      med_family_income_vs_house_price_div_real_med_family_income_1yr_diff_ewma_trim_t     |     6.6596    |     0.0128     |     0.0007     |      0.9785     |
|    med_family_income_vs_house_price_times_combanks_business_loans_1yr_diff_ewma_trim_t    |     8.3216    |     0.0058     |    10.9351     |      0.0018     |
