+---------------------------------------------------------------------------------------+--------+---------------+----------------+----------------+-----------------+
|                                          name                                         |  coef  | linreg_scores | linreg_pvalues | classif_scores | classif_pvalues |
|                tsy_10yr_yield_/_empl_construction_1yr_diff_ewma_trim_t                |  0.0   |     9.4669    |     0.0038     |     3.546      |      0.0674     |
|                   equity_alloc_*_housing_supply_1yr_diff_ewma_trim_t                  |  0.0   |     9.6412    |     0.0035     |     3.5232     |      0.0682     |
|           unempl_rate_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_t          |  0.0   |     5.3439    |     0.0262     |     3.4407     |      0.0714     |
|                             tsy_3mo_yield_ewma_trim_pow2_t                            |  0.0   |     9.2391    |     0.0042     |     3.415      |      0.0724     |
|       med_family_income_vs_house_price_/_tax_receipts_corp_1yr_diff_ewma_trim_t       |  0.0   |     6.1804    |     0.0173     |     3.4111     |      0.0726     |
|                     equity_alloc_/_capacity_util_chem_ewma_trim_t                     |  0.0   |     7.6296    |     0.0087     |     3.392      |      0.0733     |
|          med_family_income_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_t         |  0.0   |     7.3195    |     0.0101     |     3.3768     |      0.0739     |
|           cpi_urb_nonvol_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_t          |  0.0   |     6.5607    |     0.0144     |     3.3711     |      0.0742     |
|        med_family_income_vs_house_price_*_industrial_prod_1yr_diff_ewma_trim_t        |  0.0   |     7.4295    |     0.0096     |     3.2718     |      0.0784     |
|                tsy_10yr_yield_/_tax_receipts_corp_1yr_diff_ewma_trim_t                |  0.0   |     9.5144    |     0.0037     |     3.2538     |      0.0792     |
|         med_family_income_vs_house_price_*_cpi_urb_nonvol_1yr_diff_ewma_trim_t        |  0.0   |     7.1466    |     0.0109     |     3.2092     |      0.0812     |
|                   capacity_util_chem_/_gdp_nom_1yr_diff_ewma_trim_t                   | 0.0282 |     7.234     |     0.0105     |     3.2005     |      0.0816     |
|             capacity_util_chem_/_combanks_assets_tot_1yr_diff_ewma_trim_t             |  0.0   |     7.3071    |     0.0101     |     3.1925     |      0.082      |
|                        combanks_assets_tot_1yr_diff_ewma_trim_t                       |  0.0   |     7.2136    |     0.0106     |     3.1746     |      0.0828     |
|                     combanks_assets_tot_1yr_diff_ewma_trim_pow2_t                     |  0.0   |     7.5294    |     0.0091     |     3.1473     |      0.0841     |
|              unempl_rate_*_mortage_debt_individuals_1yr_diff_ewma_trim_t              |  0.0   |     4.7369    |     0.0356     |     3.1419     |      0.0843     |
|                       equity_alloc_/_tsy_10yr_yield_ewma_trim_t                       |  0.0   |     3.7416    |     0.0604     |     3.127      |      0.085      |
|           capacity_util_chem_*_combanks_business_loans_1yr_diff_ewma_trim_t           |  0.0   |     8.0639    |     0.0071     |     3.1251     |      0.0851     |
|             cpi_urb_nonvol_1yr_diff_/_housing_supply_1yr_diff_ewma_trim_t             |  0.0   |     4.6978    |     0.0364     |     3.081      |      0.0873     |
|               capacity_util_chem_/_industrial_prod_1yr_diff_ewma_trim_t               |  0.0   |     7.3159    |     0.0101     |     3.0675     |      0.0879     |
|                  tsy_10yr_yield_/_housing_supply_1yr_diff_ewma_trim_t                 |  0.0   |     8.7314    |     0.0053     |     3.0608     |      0.0883     |
|           cpi_urb_nonvol_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_t          |  0.0   |     7.2404    |     0.0104     |     3.0402     |      0.0893     |
|                capacity_util_chem_*_housing_supply_1yr_diff_ewma_trim_t               |  0.0   |     9.0811    |     0.0045     |     2.9932     |      0.0917     |
|              equity_alloc_/_combanks_business_loans_1yr_diff_ewma_trim_t              |  0.0   |     7.8061    |     0.008      |     2.9499     |      0.094      |
|                     unempl_rate_/_unempl_rate_1yr_diff_ewma_trim_t                    |  0.0   |     4.131     |     0.049      |     2.9229     |      0.0955     |
|                  tsy_3mo_yield_/_housing_starts_1yr_diff_ewma_trim_t                  |  0.0   |     9.4705    |     0.0038     |     2.9162     |      0.0959     |
|                 gdp_nom_1yr_diff_*_housing_supply_1yr_diff_ewma_trim_t                |  0.0   |     8.8483    |     0.005      |     2.9095     |      0.0962     |
|          med_family_income_vs_house_price_*_unempl_rate_1yr_diff_ewma_trim_t          |  0.0   |     5.2922    |     0.0269     |     2.9068     |      0.0964     |
|             unempl_rate_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_t            |  0.0   |     5.2658    |     0.0272     |     2.8906     |      0.0973     |
|            capacity_util_mfg_/_med_family_income_vs_house_price_ewma_trim_t           |  0.0   |     7.3832    |     0.0098     |     2.8762     |      0.0981     |
|           cpi_urb_nonvol_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_t           |  0.0   |     7.2299    |     0.0105     |     2.8257     |      0.101      |
|                capacity_util_mfg_*_housing_supply_1yr_diff_ewma_trim_t                |  0.0   |     8.995     |     0.0047     |     2.8134     |      0.1017     |
|         industrial_prod_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_t        |  0.0   |     7.3606    |     0.0099     |     2.8053     |      0.1022     |
|                     equity_alloc_/_tsy_10yr_yield_ewma_trim_pow2_t                    |  0.0   |     1.4332    |     0.2385     |     2.7907     |      0.103      |
|              capacity_util_mfg_/_combanks_assets_tot_1yr_diff_ewma_trim_t             |  0.0   |     7.241     |     0.0104     |     2.7828     |      0.1035     |
|                        foreign_dir_invest_1yr_diff_ewma_trim_t                        |  0.0   |     7.2019    |     0.0106     |     2.7663     |      0.1045     |
|            equity_alloc_/_combanks_business_loans_1yr_diff_ewma_trim_pow2_t           |  0.0   |     8.5478    |     0.0057     |     2.7536     |      0.1053     |
|           industrial_prod_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_t           |  0.0   |     6.3839    |     0.0157     |     2.7379     |      0.1062     |
|                      foreign_dir_invest_1yr_diff_ewma_trim_pow2_t                     |  0.0   |     7.5041    |     0.0092     |     2.7308     |      0.1067     |
|                gdp_nom_1yr_diff_/_med_house_price_1yr_diff_ewma_trim_t                |  0.0   |     6.4509    |     0.0152     |     2.716      |      0.1076     |
|             industrial_prod_1yr_diff_*_housing_supply_1yr_diff_ewma_trim_t            |  0.0   |     8.7381    |     0.0053     |     2.7129     |      0.1078     |
|                capacity_util_mfg_/_industrial_prod_1yr_diff_ewma_trim_t               |  0.0   |     7.2529    |     0.0104     |     2.6599     |      0.1112     |
|           cpi_urb_nonvol_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_t           |  0.0   |     6.573     |     0.0143     |     2.6588     |      0.1112     |
|                      med_family_income_vs_house_price_ewma_trim_t                     |  0.0   |     7.1169    |     0.0111     |     2.6532     |      0.1116     |
|                  gdp_nom_1yr_diff_*_unempl_rate_1yr_diff_ewma_trim_t                  |  0.0   |     5.4681    |     0.0246     |     2.6516     |      0.1117     |
|         med_family_income_vs_house_price_/_housing_supply_1yr_diff_ewma_trim_t        |  0.0   |     4.7994    |     0.0345     |     2.6343     |      0.1128     |
|                   med_family_income_vs_house_price_ewma_trim_pow2_t                   |  0.0   |     7.3514    |     0.0099     |     2.6283     |      0.1132     |
|         med_family_income_vs_house_price_*_housing_supply_1yr_diff_ewma_trim_t        |  0.0   |     8.7082    |     0.0053     |     2.6195     |      0.1138     |
|           industrial_prod_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_t          |  0.0   |     7.4875    |     0.0093     |     2.5742     |      0.1169     |
|                capacity_util_chem_*_housing_starts_1yr_diff_ewma_trim_t               |  0.0   |     8.6075    |     0.0056     |     2.5159     |      0.121      |
|       combanks_business_loans_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_t       |  0.0   |     6.0458    |     0.0185     |     2.5123     |      0.1213     |
|            unempl_rate_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_t            |  0.0   |     5.4658    |     0.0246     |     2.507      |      0.1216     |
|                   unempl_rate_*_housing_starts_1yr_diff_ewma_trim_t                   |  0.0   |     3.417     |     0.0721     |     2.4271     |      0.1275     |
|           industrial_prod_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_t           |  0.0   |     7.3056    |     0.0101     |     2.3892     |      0.1305     |
|                 sp500_peratio_/_tax_receipts_corp_1yr_diff_ewma_trim_t                |  0.0   |     8.075     |     0.0071     |     2.3501     |      0.1336     |
|            gdp_nom_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_t            |  0.0   |     7.7016    |     0.0084     |     2.3255     |      0.1355     |
|               capacity_util_mfg_/_empl_construction_1yr_diff_ewma_trim_t              |  0.0   |     6.5778    |     0.0143     |     2.3186     |      0.1361     |
|            capacity_util_mfg_*_combanks_business_loans_1yr_diff_ewma_trim_t           |  0.0   |     7.9475    |     0.0075     |     2.3026     |      0.1374     |
|         housing_supply_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_t         |  0.0   |     8.5493    |     0.0057     |     2.2511     |      0.1418     |
|                 sp500_peratio_/_real_estate_loans_1yr_diff_ewma_trim_t                |  0.0   |     7.6939    |     0.0085     |     2.2357     |      0.1431     |
|             industrial_prod_1yr_diff_/_housing_supply_1yr_diff_ewma_trim_t            |  0.0   |     4.8798    |     0.0331     |     2.2077     |      0.1456     |
|                 gdp_nom_1yr_diff_/_housing_supply_1yr_diff_ewma_trim_t                |  0.0   |     4.9936    |     0.0312     |     2.2006     |      0.1462     |
|           housing_supply_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_t           |  0.0   |     8.6166    |     0.0056     |     2.1896     |      0.1472     |
|                    capacity_util_mfg_/_gdp_nom_1yr_diff_ewma_trim_t                   |  0.0   |     7.1648    |     0.0108     |     2.185      |      0.1476     |
|           med_house_price_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_t          |  0.0   |     7.349     |     0.0099     |     2.1773     |      0.1483     |
|            housing_supply_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_t           |  0.0   |     8.4945    |     0.0059     |     2.1592     |       0.15      |
|           housing_supply_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_t          |  0.0   |     8.5742    |     0.0057     |     2.087      |      0.1568     |
|             cpi_urb_nonvol_1yr_diff_*_industrial_prod_1yr_diff_ewma_trim_t            |  0.0   |     7.2146    |     0.0106     |     2.0237     |      0.163      |
|                capacity_util_mfg_*_housing_starts_1yr_diff_ewma_trim_t                |  0.0   |     8.4533    |     0.006      |     2.0176     |      0.1636     |
|            empl_construction_1yr_diff_*_housing_starts_1yr_diff_ewma_trim_t           |  0.0   |     8.5877    |     0.0056     |     2.0119     |      0.1642     |
|          unempl_rate_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_t          |  0.0   |     5.5927    |     0.0231     |     2.0076     |      0.1647     |
|         med_family_income_vs_house_price_/_cpi_urb_nonvol_1yr_diff_ewma_trim_t        |  0.0   |     7.0865    |     0.0112     |     2.0035     |      0.1651     |
|                  capacity_util_mfg_*_unempl_rate_1yr_diff_ewma_trim_t                 |  0.0   |     5.6156    |     0.0228     |     1.9908     |      0.1664     |
|                          housing_supply_1yr_diff_ewma_trim_t                          |  0.0   |     8.381     |     0.0062     |     1.9803     |      0.1675     |
|             cpi_urb_nonvol_1yr_diff_*_housing_supply_1yr_diff_ewma_trim_t             |  0.0   |     8.3954    |     0.0061     |     1.9749     |      0.1681     |
|                  tsy_5yr_yield_/_housing_starts_1yr_diff_ewma_trim_t                  |  0.0   |     9.2655    |     0.0042     |     1.9738     |      0.1682     |
|          med_family_income_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_t         |  0.0   |     6.6671    |     0.0137     |     1.8752     |      0.1789     |
|         housing_supply_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_t        |  0.0   |     8.0299    |     0.0072     |     1.8122     |      0.1862     |
|           housing_supply_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_t          |  0.0   |     8.1568    |     0.0068     |     1.7947     |      0.1883     |
|            housing_supply_1yr_diff_/_med_family_income_1yr_diff_ewma_trim_t           |  0.0   |     8.2648    |     0.0065     |     1.7922     |      0.1886     |
|                capacity_util_mfg_/_housing_supply_1yr_diff_ewma_trim_t                |  0.0   |     5.2828    |     0.027      |     1.776      |      0.1906     |
|               housing_starts_1yr_diff_/_unempl_rate_1yr_diff_ewma_trim_t              |  0.0   |     8.6725    |     0.0054     |     1.7599     |      0.1926     |
|             cpi_urb_nonvol_1yr_diff_/_housing_starts_1yr_diff_ewma_trim_t             |  0.0   |     5.0292    |     0.0307     |     1.749      |      0.1939     |
|                 equity_alloc_/_empl_construction_1yr_diff_ewma_trim_t                 |  0.0   |     7.3436    |     0.0099     |     1.7277     |      0.1966     |
|         med_family_income_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_t         |  0.0   |     6.6483    |     0.0138     |     1.7193     |      0.1976     |
|              med_house_price_1yr_diff_*_unempl_rate_1yr_diff_ewma_trim_t              |  0.0   |     5.7695    |     0.0212     |     1.7042     |      0.1996     |
|         housing_supply_1yr_diff_/_real_med_family_income_1yr_diff_ewma_trim_t         |  0.0   |     8.2109    |     0.0067     |     1.7019     |      0.1999     |
|                       industrial_prod_1yr_diff_ewma_trim_pow2_t                       |  0.0   |     7.446     |     0.0095     |     1.6991     |      0.2002     |
|           housing_starts_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_t          |  0.0   |     8.1979    |     0.0067     |     1.6868     |      0.2018     |
|                          industrial_prod_1yr_diff_ewma_trim_t                         | 0.0002 |     7.1812    |     0.0107     |     1.6757     |      0.2033     |
|        industrial_prod_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_t        |  0.0   |     7.6038    |     0.0088     |     1.6635     |      0.2049     |
|         housing_supply_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_t        |  0.0   |     8.4819    |     0.0059     |     1.6414     |      0.2079     |
|                capacity_util_chem_/_housing_supply_1yr_diff_ewma_trim_t               |  0.0   |     5.3341    |     0.0263     |     1.6175     |      0.2112     |
|    med_family_income_vs_house_price_*_combanks_business_loans_1yr_diff_ewma_trim_t    |  0.0   |     7.5442    |     0.0091     |     1.5983     |      0.2138     |
|                 capacity_util_chem_*_unempl_rate_1yr_diff_ewma_trim_t                 |  0.0   |     5.6206    |     0.0228     |     1.5944     |      0.2144     |
|             industrial_prod_1yr_diff_/_housing_starts_1yr_diff_ewma_trim_t            |  0.0   |     5.247     |     0.0275     |     1.5495     |      0.2208     |
|               equity_alloc_/_empl_construction_1yr_diff_ewma_trim_pow2_t              |  0.0   |     7.7066    |     0.0084     |     1.5481     |      0.221      |
|             housing_starts_1yr_diff_*_med_house_price_1yr_diff_ewma_trim_t            |  0.0   |     8.3095    |     0.0064     |     1.5317     |      0.2235     |
|                        housing_supply_1yr_diff_ewma_trim_pow2_t                       | 0.0155 |     8.6878    |     0.0054     |     1.5223     |      0.2248     |
|         housing_starts_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_t        |  0.0   |     8.2319    |     0.0066     |     1.5181     |      0.2255     |
|                       tsy_10yr_yield_/_sp500_peratio_ewma_trim_t                      |  0.0   |     8.183     |     0.0068     |     1.4945     |      0.2291     |
|               gdp_nom_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_t               |  0.0   |     6.4619    |     0.0151     |     1.4834     |      0.2308     |
|            housing_starts_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_t           |  0.0   |     8.2532    |     0.0065     |     1.4816     |      0.231      |
|                 gdp_nom_1yr_diff_*_housing_starts_1yr_diff_ewma_trim_t                |  0.0   |     8.1256    |     0.0069     |     1.4221     |      0.2405     |
|             cpi_urb_nonvol_1yr_diff_/_industrial_prod_1yr_diff_ewma_trim_t            |  0.0   |     6.5561    |     0.0144     |     1.4157     |      0.2415     |
|                  equity_alloc_/_med_house_price_1yr_diff_ewma_trim_t                  | 0.0466 |     7.4664    |     0.0094     |     1.4067     |      0.243      |
|          foreign_dir_invest_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_t         |  0.0   |     6.2985    |     0.0163     |     1.3902     |      0.2457     |
|                          cpi_urb_nonvol_1yr_diff_ewma_trim_t                          |  0.0   |     6.9107    |     0.0122     |     1.3772     |      0.2479     |
|             tsy_10yr_yield_/_mortage_debt_individuals_1yr_diff_ewma_trim_t            |  0.0   |     8.1563    |     0.0068     |     1.3607     |      0.2507     |
|                        cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t                       |  0.0   |     6.9385    |     0.012      |     1.3555     |      0.2516     |
|         med_family_income_vs_house_price_/_housing_starts_1yr_diff_ewma_trim_t        |  0.0   |     5.2814    |     0.027      |     1.3549     |      0.2517     |
|          med_house_price_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_t          |  0.0   |     7.3035    |     0.0101     |     1.3081     |      0.2599     |
|       combanks_business_loans_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_t      |  0.0   |     7.5741    |     0.0089     |     1.2963     |      0.262      |
|           housing_starts_1yr_diff_*_foreign_dir_invest_1yr_diff_ewma_trim_t           |  0.0   |     8.0178    |     0.0073     |     1.2806     |      0.2649     |
|           med_house_price_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_t           |  0.0   |     6.3306    |     0.0161     |     1.2546     |      0.2697     |
|      combanks_business_loans_1yr_diff_*_combanks_assets_tot_1yr_diff_ewma_trim_t      |  0.0   |     7.5404    |     0.0091     |     1.2333     |      0.2737     |
|             unempl_rate_1yr_diff_*_tax_receipts_corp_1yr_diff_ewma_trim_t             |  0.0   |     5.9757    |     0.0191     |     1.2321     |      0.274      |
|            med_family_income_vs_house_price_/_gdp_nom_1yr_diff_ewma_trim_t            |  0.0   |     6.6844    |     0.0136     |     1.2229     |      0.2757     |
|       real_med_family_income_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_t       |  0.0   |     6.7227    |     0.0133     |     1.2228     |      0.2758     |
|                 gdp_nom_1yr_diff_/_housing_starts_1yr_diff_ewma_trim_t                |  0.0   |     5.3085    |     0.0266     |     1.2029     |      0.2797     |
|     real_med_family_income_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_t    |  0.0   |     7.3957    |     0.0097     |     1.1171     |      0.2972     |
|         combanks_assets_tot_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_t         |  0.0   |     6.3787    |     0.0157     |     1.0969     |      0.3016     |
|            empl_construction_1yr_diff_/_housing_supply_1yr_diff_ewma_trim_t           |  0.0   |     5.4282    |     0.0251     |     1.0745     |      0.3065     |
|         med_family_income_vs_house_price_*_housing_starts_1yr_diff_ewma_trim_t        |  0.0   |      7.89     |     0.0077     |     1.0559     |      0.3107     |
|       real_med_family_income_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_t      |  0.0   |     6.7025    |     0.0135     |     1.0499     |      0.312      |
|         housing_starts_1yr_diff_*_real_med_family_income_1yr_diff_ewma_trim_t         |  0.0   |     7.8727    |     0.0078     |     1.0376     |      0.3148     |
|       med_family_income_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_t       |  0.0   |     7.3692    |     0.0098     |     0.9701     |      0.3309     |
|            housing_starts_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_t           |  0.0   |     7.8123    |     0.008      |     0.9482     |      0.3363     |
|             industrial_prod_1yr_diff_*_housing_starts_1yr_diff_ewma_trim_t            |  0.0   |     7.8535    |     0.0079     |     0.9465     |      0.3368     |
|                   tsy_10yr_yield_*_unempl_rate_1yr_diff_ewma_trim_t                   |  0.0   |     7.9115    |     0.0077     |      0.88      |      0.3541     |
|       empl_construction_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_t       |  0.0   |     7.2941    |     0.0102     |     0.856      |      0.3607     |
|             cpi_urb_nonvol_1yr_diff_*_housing_starts_1yr_diff_ewma_trim_t             |  0.0   |     7.738     |     0.0083     |     0.8539     |      0.3613     |
|                capacity_util_mfg_/_housing_starts_1yr_diff_ewma_trim_t                |  0.0   |     5.4134    |     0.0253     |     0.8115     |      0.3734     |
|         cpi_urb_nonvol_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_t        |  0.0   |     6.3515    |     0.0159     |     0.807      |      0.3747     |
|           industrial_prod_1yr_diff_/_med_family_income_1yr_diff_ewma_trim_t           |  0.0   |     7.0699    |     0.0113     |     0.8033     |      0.3758     |
|                          housing_starts_1yr_diff_ewma_trim_t                          |  0.0   |     7.7016    |     0.0084     |     0.8017     |      0.3762     |
|                capacity_util_chem_/_housing_starts_1yr_diff_ewma_trim_t               |  0.0   |     5.4342    |     0.025      |     0.7184     |      0.402      |
|         cpi_urb_nonvol_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_t        |  0.0   |     7.264     |     0.0103     |     0.6762     |      0.416      |
|        housing_starts_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_t        |  0.0   |     5.5005    |     0.0242     |     0.6634     |      0.4205     |
|            housing_starts_1yr_diff_/_med_family_income_1yr_diff_ewma_trim_t           |  0.0   |     7.5903    |     0.0089     |     0.663      |      0.4206     |
|              capacity_util_chem_/_empl_construction_1yr_diff_ewma_trim_t              |  0.0   |     6.6195    |     0.014      |     0.6521     |      0.4244     |
|                      combanks_business_loans_1yr_diff_ewma_trim_t                     |  0.0   |     7.2373    |     0.0105     |     0.6402     |      0.4286     |
|                 equity_alloc_/_tax_receipts_corp_1yr_diff_ewma_trim_t                 |  0.0   |     7.3597    |     0.0099     |     0.6402     |      0.4286     |
|       med_family_income_vs_house_price_/_med_family_income_1yr_diff_ewma_trim_t       |  0.0   |     6.9907    |     0.0117     |     0.6077     |      0.4405     |
|          empl_construction_1yr_diff_/_real_estate_loans_1yr_diff_ewma_trim_t          |  0.0   |     6.514     |     0.0147     |     0.5862     |      0.4486     |
|               gdp_nom_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_t              |  0.0   |     6.9735    |     0.0118     |     0.5806     |      0.4508     |
|       med_family_income_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_t       |  0.0   |     6.4438    |     0.0152     |     0.5498     |      0.463      |
|                   combanks_business_loans_1yr_diff_ewma_trim_pow2_t                   |  0.0   |     7.4127    |     0.0096     |     0.544      |      0.4653     |
|            empl_construction_1yr_diff_/_housing_starts_1yr_diff_ewma_trim_t           |  0.0   |     5.7784    |     0.0211     |     0.5416     |      0.4663     |
|             housing_starts_1yr_diff_/_housing_supply_1yr_diff_ewma_trim_t             |  0.0   |     4.6535    |     0.0372     |     0.5297     |      0.4712     |
|                   equity_alloc_/_housing_supply_1yr_diff_ewma_trim_t                  |  0.0   |     6.004     |     0.0189     |     0.4977     |      0.4848     |
|          real_estate_loans_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_t          |  0.0   |     7.2179    |     0.0106     |     0.4773     |      0.4938     |
|                        housing_starts_1yr_diff_ewma_trim_pow2_t                       |  0.0   |     7.3043    |     0.0101     |     0.4524     |      0.5053     |
|             unempl_rate_1yr_diff_*_real_estate_loans_1yr_diff_ewma_trim_t             |  0.0   |     5.9799    |     0.0191     |     0.4328     |      0.5146     |
|           housing_starts_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_t           |  0.0   |     7.373     |     0.0098     |     0.4173     |      0.5222     |
|     real_med_family_income_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_t    |  0.0   |     6.5283    |     0.0146     |     0.376      |      0.5434     |
|                  tsy_10yr_yield_/_housing_starts_1yr_diff_ewma_trim_t                 |  0.0   |     7.2026    |     0.0106     |     0.3742     |      0.5444     |
|             housing_supply_1yr_diff_/_med_house_price_1yr_diff_ewma_trim_t            |  0.0   |     7.3064    |     0.0101     |     0.3515     |      0.5568     |
|    med_family_income_vs_house_price_/_combanks_business_loans_1yr_diff_ewma_trim_t    |  0.0   |     6.4606    |     0.0151     |     0.3093     |      0.5814     |
|                    equity_alloc_*_unempl_rate_1yr_diff_ewma_trim_t                    |  0.0   |     6.3973    |     0.0156     |     0.3063     |      0.5832     |
|       combanks_business_loans_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_t       |  0.0   |     6.3598    |     0.0159     |     0.2848     |      0.5967     |
|           housing_starts_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_t          |  0.0   |     7.2024    |     0.0106     |     0.2677     |      0.6079     |
|           empl_construction_1yr_diff_/_med_house_price_1yr_diff_ewma_trim_t           |  0.0   |     7.0168    |     0.0116     |     0.267      |      0.6083     |
|               housing_starts_1yr_diff_*_unempl_rate_1yr_diff_ewma_trim_t              |  0.0   |     6.3087    |     0.0163     |     0.2429     |      0.625      |
|      med_family_income_vs_house_price_/_combanks_assets_tot_1yr_diff_ewma_trim_t      |  0.0   |     6.7521    |     0.0131     |     0.2365     |      0.6295     |
|                gdp_nom_1yr_diff_/_industrial_prod_1yr_diff_ewma_trim_t                |  0.0   |     6.9575    |     0.0119     |     0.2082     |      0.6508     |
|            housing_supply_1yr_diff_/_tax_receipts_corp_1yr_diff_ewma_trim_t           |  0.0   |     7.0902    |     0.0112     |     0.2019     |      0.6557     |
|        med_family_income_vs_house_price_/_industrial_prod_1yr_diff_ewma_trim_t        |  0.0   |     6.748     |     0.0132     |     0.1812     |      0.6728     |
|        housing_supply_1yr_diff_/_mortage_debt_individuals_1yr_diff_ewma_trim_t        |  0.0   |     6.1728    |     0.0174     |     0.1677     |      0.6845     |
|     med_family_income_vs_house_price_/_real_med_family_income_1yr_diff_ewma_trim_t    |  0.0   |     6.9356    |     0.0121     |     0.1668     |      0.6853     |
|           capacity_util_chem_/_combanks_business_loans_1yr_diff_ewma_trim_t           |  0.0   |     7.0348    |     0.0115     |     0.1504     |      0.7003     |
|            capacity_util_mfg_/_combanks_business_loans_1yr_diff_ewma_trim_t           |  0.0   |     7.0077    |     0.0116     |     0.1396     |      0.7108     |
|             housing_starts_1yr_diff_/_med_house_price_1yr_diff_ewma_trim_t            |  0.0   |     7.0392    |     0.0115     |     0.1378     |      0.7125     |
|               capacity_util_mfg_/_tax_receipts_corp_1yr_diff_ewma_trim_t              |  0.0   |     6.6392    |     0.0139     |     0.1267     |      0.7239     |
|                 equity_alloc_/_real_estate_loans_1yr_diff_ewma_trim_t                 |  0.0   |     6.9964    |     0.0117     |     0.1191     |      0.7319     |
|      combanks_business_loans_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_t      |  0.0   |     6.9925    |     0.0117     |     0.1172     |      0.734      |
|                   equity_alloc_/_housing_starts_1yr_diff_ewma_trim_t                  |  0.0   |     6.0849    |     0.0181     |     0.1169     |      0.7343     |
|        industrial_prod_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_t        |  0.0   |     6.6123    |     0.0141     |     0.1135     |      0.738      |
|         housing_starts_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_t        |  0.0   |     6.9468    |     0.012      |     0.1132     |      0.7384     |
|              gdp_nom_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_t              |  0.0   |     6.9364    |     0.012      |     0.1072     |      0.7452     |
|        med_house_price_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_t        |  0.0   |     7.005     |     0.0117     |     0.1025     |      0.7506     |
|       combanks_business_loans_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_t      |  0.0   |     6.982     |     0.0118     |     0.0967     |      0.7575     |
|          unempl_rate_1yr_diff_*_mortage_debt_individuals_1yr_diff_ewma_trim_t         |  0.0   |     6.9627    |     0.0119     |     0.0778     |      0.7818     |
|              capacity_util_chem_/_tax_receipts_corp_1yr_diff_ewma_trim_t              |  0.0   |     6.6957    |     0.0135     |     0.0663     |      0.7982     |
